@relation green.txt-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute cervix_area numeric
@attribute os_area numeric
@attribute walls_area numeric
@attribute speculum_area numeric
@attribute artifacts_area numeric
@attribute cervix_artifacts_area numeric
@attribute os_artifacts_area numeric
@attribute walls_artifacts_area numeric
@attribute speculum_artifacts_area numeric
@attribute cervix_specularities_area numeric
@attribute os_specularities_area numeric
@attribute walls_specularities_area numeric
@attribute speculum_specularities_area numeric
@attribute specularities_area numeric
@attribute area_h_max_diff numeric
@attribute rgb_cervix_r_mean numeric
@attribute rgb_cervix_r_std numeric
@attribute rgb_cervix_r_mean_minus_std numeric
@attribute rgb_cervix_r_mean_plus_std numeric
@attribute rgb_cervix_g_mean numeric
@attribute rgb_cervix_g_std numeric
@attribute rgb_cervix_g_mean_minus_std numeric
@attribute rgb_cervix_g_mean_plus_std numeric
@attribute rgb_cervix_b_mean numeric
@attribute rgb_cervix_b_std numeric
@attribute rgb_cervix_b_mean_minus_std numeric
@attribute rgb_cervix_b_mean_plus_std numeric
@attribute rgb_total_r_mean numeric
@attribute rgb_total_r_std numeric
@attribute rgb_total_r_mean_minus_std numeric
@attribute rgb_total_r_mean_plus_std numeric
@attribute rgb_total_g_mean numeric
@attribute rgb_total_g_std numeric
@attribute rgb_total_g_mean_minus_std numeric
@attribute rgb_total_g_mean_plus_std numeric
@attribute rgb_total_b_mean numeric
@attribute rgb_total_b_std numeric
@attribute rgb_total_b_mean_minus_std numeric
@attribute rgb_total_b_mean_plus_std numeric
@attribute hsv_cervix_h_mean numeric
@attribute hsv_cervix_h_std numeric
@attribute hsv_cervix_s_mean numeric
@attribute hsv_cervix_s_std numeric
@attribute hsv_cervix_v_mean numeric
@attribute hsv_cervix_v_std numeric
@attribute hsv_total_h_mean numeric
@attribute hsv_total_h_std numeric
@attribute hsv_total_s_mean numeric
@attribute hsv_total_s_std numeric
@attribute hsv_total_v_mean numeric
@attribute hsv_total_v_std numeric
@attribute fit_cervix_hull_rate numeric
@attribute fit_cervix_hull_total numeric
@attribute fit_cervix_bbox_rate numeric
@attribute fit_cervix_bbox_total numeric
@attribute fit_circle_rate numeric
@attribute fit_circle_total numeric
@attribute fit_ellipse_rate numeric
@attribute fit_ellipse_total numeric
@attribute fit_ellipse_goodness numeric
@attribute dist_to_center_cervix numeric
@attribute dist_to_center_os numeric
@attribute consensus {0,1}

@data
0.627752,0.492531,0.150431,0,0.330304,0.002344,0,0.001317,0,0.0268,0,0.000407,0,0.016705,0.268905,0.202864,0.355697,0.178971,0.259376,0.408308,0.488893,0.294039,0.471264,0.568957,0.515097,0.552922,0.612482,0.284687,0.321223,0.275917,0.333496,0.536662,0.341681,0.507005,0.536745,0.5771,0.466707,0.650852,0.612712,0.665424,0.955013,0.662374,0.462054,0.408361,0.489032,0.702138,0.810462,0.683709,0.284524,0.541315,0.346054,0.98109,0.634496,0.925783,0.675241,0.786132,0.56222,0.936397,0.667503,0.235811,0.449067,0.333879,1
0.513164,0.464011,0.222049,0.043635,0.637613,1,1,0.014576,0,0.122511,0,0.006348,0,0.062781,0.347931,0.354564,0.685988,0.221969,0.471272,0.393329,0.710087,0.184432,0.52288,0.826532,1,0.564781,0.984611,0.450093,0.515581,0.344087,0.530437,0.551863,0.517997,0.399629,0.618247,0.819852,0.784857,0.691278,0.925674,0.643426,0.856627,0.429302,0.48626,0.413092,0.692303,0.673607,0.530577,0.507839,0.465908,0.570811,0.508375,0.961435,0.529281,0.780401,0.654815,0.75431,0.478983,0.896844,0.569723,0.267991,0.366446,0.141106,0
0.349533,0.154353,0.276587,0.449844,0,0,0,0,0,0.021613,0,0.007591,0.046558,0.062777,0.420838,0.267382,0.377599,0.248726,0.316421,0.56822,0.58801,0.439734,0.62922,0.841594,0.697397,0.786673,0.88166,0.300563,0.303015,0.310333,0.337238,0.499243,0.48037,0.355201,0.563978,0.601521,0.576002,0.597121,0.679233,0.650738,0.957351,0.681606,0.398887,0.568218,0.588135,0.730763,0.735631,0.622057,0.195251,0.499292,0.479913,0.966688,0.358552,0.81478,0.427197,0.785185,0.313422,0.934022,0.372611,0.201933,0.17207,0.183395,1
0.325627,0.312498,0.119978,0.516486,0.055584,0,0,0.028516,0,0.024331,0,0,0.287863,0.400029,0.131664,0.178144,0.284466,0.17952,0.21999,0.471755,0.515144,0.357288,0.530166,0.571692,0.512195,0.558428,0.613399,0.314295,0.586806,0.113607,0.463664,0.647648,0.501888,0.541973,0.683374,0.678472,0.818494,0.504016,0.842651,0.674862,0.970826,0.755956,0.322231,0.471749,0.515294,0.70306,0.87686,0.723468,0.260097,0.647598,0.501892,0.964662,0.33473,0.77801,0.416788,0.824983,0.2779,0.916832,0.353635,0.194327,0.428465,0.407701,0
0.381212,0.305189,0.221546,0.66966,0,0,0,0,0,0.07569,0.109031,0,0.027114,0.076388,0.584574,0.27474,0.423106,0.238011,0.334923,0.612258,0.539898,0.511252,0.65099,0.848147,0.620383,0.846694,0.857458,0.30089,0.319478,0.298311,0.34424,0.543484,0.477768,0.41743,0.595984,0.619502,0.548805,0.638076,0.679403,0.654391,0.969105,0.704197,0.374774,0.612256,0.540081,0.72013,0.791327,0.659679,0.181855,0.54344,0.477557,0.944782,0.400115,0.768915,0.493706,0.810389,0.331197,0.918583,0.413212,0.15114,0.071234,0.272113,1
0.443455,0.54747,0.31102,0.327911,0,0,0,0,0,0.01072,0,0,0.294193,0.259153,0.130704,0.251533,0.252315,0.283636,0.268961,0.571362,0.354273,0.540723,0.56441,0.742822,0.391246,0.862467,0.693664,0.351597,0.471102,0.249612,0.442467,0.639761,0.457887,0.563186,0.659977,0.706004,0.674025,0.64362,0.796296,0.670398,0.970509,0.710931,0.275872,0.571351,0.354353,0.710846,0.841823,0.672401,0.185916,0.639689,0.457766,0.965837,0.455298,0.81873,0.539373,0.766079,0.407558,0.937817,0.470821,0.219441,0.224258,0.211052,1
0.507012,0.95883,0.210045,0.461165,0,0,0,0,0,0.082712,0,0,0.30597,0.413604,0.640036,0.217771,0.381324,0.18616,0.278293,0.555767,0.496756,0.463167,0.592848,0.655148,0.574966,0.625326,0.698422,0.317648,0.594456,0.112184,0.469183,0.629503,0.567754,0.469369,0.696029,0.656953,0.841715,0.461977,0.83822,0.679379,0.980213,0.752401,0.296142,0.555773,0.49702,0.709227,0.873898,0.708531,0.250295,0.629437,0.567722,0.953428,0.527328,0.872424,0.578723,0.814858,0.438077,0.919539,0.549001,0.219587,0.225551,0.219804,0
0.438683,0.451465,0.184022,0.626801,0,0,0,0,0,0.016465,0.071765,0.254724,0.036958,0.068236,0.398351,0.230875,0.356773,0.212916,0.28179,0.488082,0.716614,0.292495,0.601432,0.696949,0.647111,0.631625,0.756346,0.30088,0.315428,0.30136,0.342568,0.546423,0.499386,0.405733,0.60678,0.620216,0.5261,0.655875,0.669606,0.652839,0.9492,0.67011,0.449163,0.488169,0.716494,0.709498,0.798373,0.658848,0.182567,0.546388,0.499144,0.950527,0.457653,0.769924,0.567392,0.671106,0.460229,0.920596,0.474468,0.282166,0.555422,0.369332,1
0.551799,0.294365,0.123789,0.526361,0,0,0,0,0,0.017965,0,0,0.03806,0.062632,0.497728,0.227868,0.281147,0.242049,0.258321,0.484318,0.486548,0.383882,0.532092,0.636783,0.508896,0.645531,0.660021,0.287755,0.269365,0.319119,0.314339,0.557603,0.350734,0.528988,0.555986,0.597985,0.443687,0.692012,0.616793,0.688411,0.960394,0.685878,0.348135,0.484317,0.486695,0.718118,0.853002,0.686693,0.131623,0.557511,0.350529,0.967991,0.565274,0.832659,0.659924,0.867876,0.447648,0.953007,0.576514,0.178093,0.019832,0.24712,1
0.483286,0.883357,0.070986,0.553659,0,0,0,0,0,0.037134,0.015301,0,0.185628,0.288813,0.202831,0.174407,0.308119,0.164662,0.223638,0.3715,0.344398,0.311164,0.399844,0.686343,0.522865,0.700834,0.701729,0.397583,0.638376,0.182941,0.543792,0.62111,0.600685,0.433994,0.702862,0.737452,0.730088,0.637754,0.84357,0.571099,0.959583,0.688565,0.390186,0.371523,0.344625,0.666299,0.655962,0.68228,0.255619,0.621062,0.600677,0.935927,0.51205,0.817221,0.588905,0.808038,0.421101,0.932296,0.516149,0.221902,0.183407,0.156151,1
0.627399,0.175143,0.335659,0.067345,0.043815,0.118535,0,0,0,0.069602,0,0,0,0.043125,0.241419,0.195349,0.381451,0.15856,0.260627,0.421284,0.687558,0.226496,0.539008,0.570581,0.746891,0.400118,0.701021,0.255562,0.227723,0.308735,0.27444,0.448948,0.48212,0.285333,0.527112,0.500358,0.505273,0.534018,0.576852,0.716903,0.910525,0.675391,0.523545,0.421999,0.685518,0.78162,0.618578,0.641719,0.222881,0.449709,0.480414,0.931627,0.667808,0.69717,0.896159,0.725597,0.608782,0.868862,0.718982,0.245272,0.25984,0.231007,1
1,0.173738,0,0,0,0,0,0,0,0.000295,0,0,0,0.000291,0.189211,0.114528,0.149903,0.159777,0.132232,0.21433,0.388674,0.108973,0.285425,0.30925,0.363323,0.315632,0.364315,0.158706,0.087023,0.289149,0.148059,0.270799,0.285707,0.185069,0.315917,0.331049,0.24801,0.532269,0.342541,0.71307,0.908467,0.620078,0.545722,0.214611,0.3882,0.734001,0.657544,0.602256,0.270802,0.271007,0.284915,0.99163,1,0.995819,1,0.704066,1,0.995692,1,0.715495,0.44793,0.301731,0
0.687017,0.38374,0.116932,0.27868,0,0,0,0,0,0.022475,0.043356,0,0.186796,0.152558,0.518899,0.127071,0.276976,0.120028,0.177581,0.288244,0.467046,0.162761,0.367816,0.327094,0.489527,0.254557,0.424993,0.203631,0.398696,0.111911,0.308018,0.475506,0.540825,0.278901,0.570303,0.446762,0.629135,0.379939,0.595749,0.733292,0.92385,0.735171,0.470209,0.288362,0.466897,0.740028,0.757748,0.748496,0.266558,0.475512,0.540587,0.980106,0.695095,0.846749,0.807966,0.814839,0.593621,0.966176,0.708005,0.202572,0.371546,0.549245,1
0.672301,0.150619,0,0.606169,0,0,0,0,0,0.003837,0,0,0,0.002547,0.487525,0.105578,0.15244,0.14768,0.125873,0.25101,0.132622,0.258464,0.241324,0.338888,0.193092,0.468064,0.321962,0.151748,0.083792,0.282544,0.141808,0.299678,0.070478,0.380836,0.251852,0.327595,0.110312,0.631281,0.277717,0.663282,0.948217,0.733609,0.43932,0.251009,0.132654,0.71456,0.762391,0.704157,0.180293,0.299543,0.069998,0.980604,0.67986,0.93191,0.718405,0.756383,0.625799,0.955206,0.700796,0.508697,0.272283,0.518088,1
0.520795,0.265404,0.213453,0.135903,0.104116,0.032941,0,0.00023,0.002436,0,0,0,0,0,0.568754,0.109964,0.120196,0.167065,0.120342,0.220428,0.19953,0.194852,0.235857,0.380279,0.271814,0.469436,0.382063,0.169412,0.130042,0.270546,0.173324,0.28078,0.2218,0.245115,0.297945,0.348804,0.170602,0.610514,0.31979,0.616972,0.927975,0.656913,0.50398,0.220568,0.1991,0.681503,0.660515,0.626703,0.267442,0.280835,0.221097,0.892833,0.578425,0.714352,0.725997,0.781035,0.469472,0.891791,0.581472,0.454216,0.207138,0.357978,1
