@relation microarray.txt

@attribute Score numeric
@attribute AlignLen numeric
@attribute totalMFE numeric
@attribute seedMFE numeric
@attribute totalGC numeric
@attribute totalAU numeric
@attribute totalGU numeric
@attribute totalGaps numeric
@attribute totalMismatches numeric
@attribute seedGC numeric
@attribute seedAT numeric
@attribute seedGU numeric
@attribute seedMismatches numeric
@attribute Pos_1 numeric
@attribute Pos_2 numeric
@attribute Pos_3 numeric
@attribute Pos_4 numeric
@attribute Pos_5 numeric
@attribute Pos_6 numeric
@attribute Pos_7 numeric
@attribute Pos_8 numeric
@attribute Pos_9 numeric
@attribute Pos_10 numeric
@attribute Pos_11 numeric
@attribute Pos_12 numeric
@attribute Pos_13 numeric
@attribute Pos_14 numeric
@attribute Pos_15 numeric
@attribute Pos_16 numeric
@attribute Pos_17 numeric
@attribute Pos_18 numeric
@attribute Pos_19 numeric
@attribute Pos_20 numeric
@attribute Class {Target,Non-Target}

@data
145,8,-20.1,-17.9,3,6,4,0,7,3,4,0,0,5,2,2,1,2,1,1,2,2,5,5,2,5,3,3,5,3,5,3,5,Target
148,13,-18.8,-17.9,4,7,2,1,6,3,4,0,0,5,2,2,1,2,1,1,2,4,2,5,1,2,2,5,5,5,3,5,3,Target
146,20,-23.2,-17.9,3,7,5,2,3,3,4,0,0,5,2,2,1,2,1,1,2,3,5,4,4,2,2,3,2,3,3,3,5,Target
160,21,-24.9,-17.9,5,7,4,1,3,3,4,0,0,5,2,2,1,2,1,1,2,2,4,1,3,2,3,2,3,5,1,5,3,Target
146,16,-23,-12.2,6,8,0,0,6,2,4,0,1,1,5,2,1,2,2,2,1,2,5,1,2,5,1,2,5,2,1,5,5,Target
144,15,-24.6,-13.7,3,9,3,0,5,1,5,1,0,3,2,2,3,2,2,2,1,2,5,1,3,2,5,2,2,5,5,5,1,Target
143,14,-23.6,-13.7,2,9,3,0,6,1,5,1,0,3,2,2,3,2,2,2,1,2,5,1,2,2,5,2,5,3,5,5,5,Target
148,20,-31.3,-20.6,8,6,0,4,2,4,3,0,0,1,2,1,1,2,1,2,1,4,4,4,4,2,5,1,2,1,1,2,5,Target
145,8,-31.5,-20.6,6,4,3,0,7,4,3,0,0,1,2,1,1,2,1,2,1,2,5,5,5,3,3,3,5,5,5,1,5,Target
143,17,-18.2,-15.1,5,7,2,0,6,4,2,0,1,5,5,1,1,2,1,1,2,5,2,2,1,2,5,3,5,3,2,2,5,Target
146,17,-19.7,-17.1,4,8,2,0,6,2,5,0,0,2,2,1,2,2,1,2,2,5,5,3,5,2,5,1,2,5,1,5,3,Target
159,16,-32.6,-22.9,9,3,3,1,4,5,2,0,0,5,1,2,1,1,1,2,1,1,3,1,3,4,1,2,1,3,5,5,5,Target
143,18,-28.2,-22.3,9,5,1,2,3,5,1,1,0,5,1,2,1,1,1,3,1,4,2,1,2,4,1,5,1,2,1,2,5,Target
150,21,-27.2,-21.3,6,7,3,0,4,4,2,1,0,3,1,1,1,2,1,2,3,2,5,5,1,2,3,2,5,2,5,1,2,Target
144,11,-26.3,-22.9,7,3,1,0,9,5,2,0,0,2,1,1,1,2,1,2,1,5,5,1,1,5,3,5,5,5,5,5,5,Target
164,21,-26.2,-17.9,6,7,2,1,4,3,4,0,0,5,1,2,2,2,1,2,1,1,2,3,5,5,1,5,3,4,2,1,2,Target
145,16,-22.7,-15.7,3,10,1,0,6,2,4,1,0,2,1,2,2,2,3,2,1,1,2,2,5,5,5,2,2,2,5,5,5,Target
169,16,-23.9,-17.9,5,9,1,0,5,3,4,0,0,5,1,2,2,2,1,2,1,1,2,2,1,5,5,2,2,2,5,3,5,Target
154,19,-25.3,-17.9,6,7,2,1,4,3,4,0,0,5,1,2,2,2,1,2,1,1,2,3,5,5,1,5,3,4,2,1,2,Target
145,16,-22.7,-15.7,3,10,1,0,6,2,4,1,0,2,1,2,2,2,3,2,1,1,2,2,5,5,5,2,2,2,5,5,5,Target
159,22,-22.1,-20.4,5,8,2,2,3,4,3,0,0,5,1,1,2,2,1,2,1,2,5,5,2,1,4,2,2,2,4,3,3,Target
147,22,-23.8,-20.4,5,7,2,2,4,4,3,0,0,2,1,1,2,2,1,2,1,5,4,2,1,3,3,2,5,5,2,5,4,Target
172,21,-32.6,-20.4,7,9,1,1,2,4,3,0,0,2,1,1,2,2,1,2,1,2,5,1,2,1,5,3,2,2,4,2,1,Target
161,20,-24.6,-20.4,5,8,4,0,3,4,3,0,0,2,1,1,2,2,1,2,1,5,2,3,3,3,2,5,2,3,5,1,2,Target
163,20,-27.7,-20.4,4,11,2,1,2,4,3,0,0,2,1,1,2,2,1,2,1,2,5,4,2,3,2,2,2,2,3,5,2,Target
154,24,-28.4,-20.4,5,9,1,4,1,4,3,0,0,2,1,1,2,2,1,2,1,2,4,4,2,4,3,2,1,4,2,2,5,Target
158,21,-25.5,-19.5,6,9,1,2,2,4,3,0,0,2,2,2,1,1,1,2,1,4,2,5,1,5,2,4,1,2,2,2,3,Target
153,12,-25.3,-19.5,6,6,2,0,6,4,3,0,0,2,2,2,1,1,1,2,1,3,5,1,1,2,5,5,2,5,5,5,3,Target
152,21,-23.7,-19.5,6,6,3,1,4,4,3,0,0,5,2,2,1,1,1,2,1,3,4,2,1,1,5,5,5,2,2,3,3,Target
151,20,-24.7,-19.5,4,8,4,1,3,4,3,0,0,2,2,2,1,1,1,2,1,5,2,3,5,2,5,4,2,3,2,3,3,Target
145,20,-29.9,-19.6,6,6,4,0,4,4,2,1,0,2,3,2,1,1,1,2,1,2,5,5,1,5,1,2,5,3,3,3,2,Target
149,16,-23.3,-19.5,5,6,1,0,8,4,3,0,0,5,2,2,1,1,1,2,1,2,5,5,5,5,1,2,3,2,5,5,5,Target
169,20,-26.8,-20.9,6,10,0,2,2,4,3,0,0,5,1,2,1,1,2,2,1,2,2,4,1,2,4,2,1,2,5,2,2,Target
160,19,-22.8,-20.9,6,8,0,0,6,4,3,0,0,5,1,2,1,1,2,2,1,2,2,5,5,5,5,1,2,2,5,2,1,Target
157,21,-29.7,-20.9,5,9,2,3,1,4,3,0,0,2,1,2,1,1,2,2,1,4,2,2,3,2,3,1,5,2,4,4,2,Target
156,11,-24.7,-20.9,7,5,1,0,7,4,3,0,0,5,1,2,1,1,2,2,1,3,2,2,1,5,5,1,5,5,5,5,1,Target
149,16,-22.2,-20.9,5,6,1,0,8,4,3,0,0,5,1,2,1,1,2,2,1,5,5,5,5,2,2,1,3,2,5,5,5,Target
151,16,-26.1,-22.9,7,6,1,1,5,5,2,0,0,2,1,1,1,2,1,2,1,4,2,1,5,1,5,2,3,2,5,5,5,Target
145,8,-29.3,-22.9,5,5,1,0,9,5,2,0,0,2,1,1,1,2,1,2,1,2,5,5,5,3,5,5,5,2,5,5,5,Target
154,19,-25.5,-22.9,8,6,0,1,5,5,2,0,0,5,1,1,1,2,1,2,1,5,5,5,1,2,2,5,4,1,2,2,1,Target
145,8,-26.8,-22.9,6,6,0,0,8,5,2,0,0,2,1,1,1,2,1,2,1,2,5,5,5,5,5,2,5,2,5,1,5,Target
150,17,-28.8,-22.9,7,6,1,0,6,5,2,0,0,2,1,1,1,2,1,2,1,5,1,5,1,5,5,2,5,2,2,5,3,Target
149,12,-23.5,-22.9,7,4,0,0,9,5,2,0,0,5,1,1,1,2,1,2,1,2,5,1,5,2,5,5,5,5,5,1,5,Target
140,7,-23.9,-22.9,6,4,1,0,9,5,2,0,0,5,1,1,1,2,1,2,1,5,5,5,5,5,5,2,1,3,2,5,5,Target
145,8,-26.8,-22.9,6,6,0,0,8,5,2,0,0,2,1,1,1,2,1,2,1,2,5,5,5,2,5,2,5,5,5,1,5,Target
144,11,-26.3,-22.9,7,4,1,0,8,5,2,0,0,2,1,1,1,2,1,2,1,5,5,1,1,5,5,2,5,5,5,3,5,Target
146,20,-31.5,-20.6,7,6,3,2,2,4,2,1,0,3,1,1,1,2,3,2,1,5,1,1,5,2,2,4,4,2,1,2,3,Target
154,23,-35.1,-20.9,7,7,1,5,0,4,3,0,0,2,1,2,1,1,2,2,1,2,4,4,4,4,4,2,1,1,3,2,1,Target
147,16,-29.3,-20.5,8,5,3,1,3,4,2,1,0,5,1,2,1,1,3,2,1,4,2,1,1,3,2,1,3,2,5,5,1,Target
159,22,-30.5,-22.9,9,4,1,3,3,5,2,0,0,5,1,1,1,2,1,2,1,2,1,4,4,4,1,1,3,5,5,1,2,Target
165,16,-32.9,-22.9,7,7,1,0,5,5,2,0,0,2,1,1,1,2,1,2,1,2,5,5,1,3,2,2,1,2,5,5,5,Target
149,22,-31.2,-22.9,8,6,0,3,3,5,2,0,0,5,1,1,1,2,1,2,1,4,2,5,4,1,1,2,2,4,2,1,5,Target
148,19,-41,-18.3,8,6,4,0,2,4,1,2,0,3,1,1,1,3,3,2,1,2,1,1,1,2,2,5,5,3,2,1,2,Target
149,18,-34.4,-16,8,8,1,1,2,4,2,0,1,3,1,5,1,2,1,2,1,2,1,1,4,2,2,2,1,2,2,1,5,Target
168,19,-25.9,-20.9,7,8,0,0,5,4,3,0,0,5,1,2,1,1,2,2,1,2,2,1,5,5,2,1,2,5,2,5,1,Target
161,19,-24.9,-20.9,6,9,0,2,3,4,3,0,0,5,1,2,1,1,2,2,1,2,2,4,4,2,2,1,5,5,2,2,1,Target
152,11,-24.2,-20.9,7,5,2,0,6,4,3,0,0,5,1,2,1,1,2,2,1,3,2,3,1,5,5,1,5,5,5,2,1,Target
152,17,-28.9,-20.9,5,7,4,1,3,4,3,0,0,2,1,2,1,1,2,2,1,4,2,3,3,2,3,1,5,2,3,5,5,Target
150,19,-24.7,-20.9,6,7,1,1,5,4,3,0,0,5,1,2,1,1,2,2,1,5,5,5,5,2,2,1,3,2,4,2,1,Target
145,8,-30.01,-22.9,5,6,0,0,9,5,2,0,0,2,1,1,1,2,1,2,1,2,5,5,5,2,5,5,5,5,2,5,5,Target
145,8,-22.86,-22.9,5,6,0,0,9,5,2,0,0,5,1,1,1,2,1,2,1,2,5,5,5,5,2,5,5,2,5,5,2,Target
141,12,-26.3,-22.9,6,4,1,0,9,5,2,0,0,2,1,1,1,2,1,2,1,5,5,1,5,2,5,5,5,5,5,3,5,Target
159,17,-31.4,-22.9,8,7,0,2,3,5,2,0,0,2,1,1,1,2,1,2,1,4,4,1,1,2,5,2,1,2,2,5,5,Target
144,15,-25.5,-22.9,8,4,1,0,7,5,2,0,0,2,1,1,1,2,1,2,1,5,5,1,5,3,2,5,1,5,5,1,5,Target
142,9,-17.6,-14.6,3,6,3,0,8,2,5,0,0,5,2,2,2,2,2,1,1,3,3,5,5,5,5,3,1,5,2,5,5,Target
141,8,-15.6,-14.6,3,6,4,0,7,2,5,0,0,5,2,2,2,2,2,1,1,3,5,5,1,5,5,3,3,5,2,3,5,Target
163,18,-22.6,-14.6,6,8,2,0,4,2,5,0,0,5,2,2,2,2,2,1,1,3,1,2,5,2,3,1,5,1,5,2,1,Target
158,20,-23.2,-14.6,6,7,2,2,3,2,5,0,0,5,2,2,2,2,2,1,1,5,4,4,1,3,1,2,3,1,1,5,2,Target
150,21,-23,-17.7,4,7,4,2,3,3,4,0,0,5,2,1,2,1,1,2,2,3,3,3,4,3,2,2,5,2,5,4,1,Target
140,19,-25.9,-12.9,8,6,1,0,5,3,3,0,1,5,2,1,5,1,1,2,2,3,1,5,5,2,2,5,2,1,1,1,1,Target
157,14,-25.2,-17.7,4,9,1,1,5,3,4,0,0,1,2,1,2,1,1,2,2,3,4,2,2,2,2,2,5,5,5,5,5,Target
153,16,-28,-17.7,6,8,2,2,2,3,4,0,0,1,2,1,2,1,1,2,2,4,1,3,4,2,2,2,2,1,5,3,5,Target
153,16,-28,-17.7,6,8,2,2,2,3,4,0,0,1,2,1,2,1,1,2,2,4,1,3,4,2,2,2,2,1,5,3,5,Target
148,19,-21.2,-20.9,4,7,3,0,6,4,3,0,0,5,1,2,1,1,2,2,1,2,5,3,5,2,3,5,5,2,5,2,3,Target
140,11,-24.2,-18,5,5,3,0,7,3,3,1,0,5,1,2,3,1,2,2,1,3,2,1,1,5,5,5,2,5,3,5,5,Target
140,14,-22.8,-14.7,3,8,4,0,5,3,3,0,1,5,5,2,1,1,2,2,1,2,2,3,5,3,2,3,2,5,5,2,3,Target
150,9,-26.13,-17.7,5,5,1,0,9,3,4,0,0,1,2,1,2,1,1,2,2,2,1,5,3,5,5,5,5,5,5,5,5,Target
150,24,-24,-17.7,4,8,1,4,3,3,4,0,0,5,2,1,2,1,1,2,2,4,4,2,1,3,5,5,2,2,2,4,4,Target
142,9,-18.5,-20.3,5,3,1,0,11,4,3,0,0,5,2,2,1,1,2,1,1,5,1,5,3,5,5,5,5,5,5,5,5,Target
149,20,-17.9,-16.2,3,8,2,0,7,2,5,0,0,5,2,2,2,2,1,1,2,5,5,5,5,5,2,2,2,1,3,5,3,Target
147,10,-15.43,-16.2,2,7,0,0,11,2,5,0,0,5,2,2,2,2,1,1,2,2,5,2,5,5,5,5,5,5,5,5,5,Target
158,15,-22.3,-16.2,3,11,1,1,4,2,5,0,0,2,2,2,2,2,1,1,2,4,2,5,2,1,2,2,2,5,5,3,5,Target
150,20,-22.7,-16.2,4,9,2,2,3,2,5,0,0,2,2,2,2,2,1,1,2,2,4,4,1,5,5,2,2,1,3,5,3,Target
144,21,-20.7,-16.3,5,8,1,1,5,2,4,1,0,5,2,2,3,2,1,1,2,4,2,5,5,1,2,2,5,2,1,1,5,Target
142,22,-15.3,-16.2,4,8,1,3,4,2,5,0,0,5,2,2,2,2,1,1,2,4,4,2,5,2,1,5,5,2,4,1,3,Target
155,19,-26.2,-18.6,5,9,1,4,1,3,4,0,0,5,2,1,2,1,1,2,2,2,3,2,4,4,4,4,2,2,1,1,2,Target
153,12,-25.8,-17.9,6,6,1,0,7,3,4,0,0,5,2,2,1,2,1,2,1,2,1,5,1,3,5,5,5,5,1,5,2,Target
143,18,-22.2,-14.4,4,11,0,3,2,3,3,0,1,5,5,2,1,2,1,2,1,2,4,2,4,4,2,2,2,2,1,2,2,Target
141,21,-18.4,-16.6,4,10,1,3,2,2,4,1,0,5,2,2,1,2,1,2,3,4,2,5,2,1,4,4,1,2,2,2,2,Target
158,23,-38.2,-20.9,7,7,1,5,0,4,3,0,0,2,1,2,1,1,2,2,1,2,4,4,4,4,4,2,1,1,3,2,1,Target
149,20,-33,-20.5,9,5,3,2,1,4,2,1,0,5,1,2,1,1,3,2,1,4,2,1,1,3,2,1,3,4,1,2,1,Target
149,20,-21.8,-18.6,4,8,3,0,5,3,3,1,0,5,2,1,1,2,1,3,2,2,2,1,5,5,2,3,3,5,2,2,5,Target
148,21,-33.9,-18.6,8,6,2,4,0,3,3,1,0,3,2,1,1,2,1,3,2,2,2,4,4,4,1,1,1,4,2,1,1,Target
145,20,-22.1,-19,4,7,1,0,8,3,4,0,0,5,2,1,1,2,1,2,2,3,5,5,5,1,5,5,5,2,2,2,5,Target
142,9,-17.7,-19,4,5,0,0,11,3,4,0,0,5,2,1,1,2,1,2,2,5,2,5,5,5,5,1,5,5,5,5,5,Target
140,7,-21.4,-19,3,5,2,0,10,3,4,0,0,5,2,1,1,2,1,2,2,5,3,5,5,5,5,5,5,2,5,3,5,Target
140,7,-21.8,-19,3,5,1,0,11,3,4,0,0,3,2,1,1,2,1,2,2,5,5,5,5,5,5,5,5,5,2,5,5,Target
150,9,-20.9,-19,4,6,0,0,10,3,4,0,0,5,2,1,1,2,1,2,2,2,2,5,5,5,5,5,1,5,5,5,5,Target
140,7,-23.9,-19,5,6,1,0,8,3,4,0,0,1,2,1,1,2,1,2,2,5,5,5,1,5,2,5,5,5,2,3,5,Target
159,20,-22,-16.2,4,10,1,1,4,2,5,0,0,3,2,2,2,2,1,1,2,5,2,2,5,4,2,1,5,2,2,1,5,Target
141,24,-30.6,-16.2,5,9,2,4,0,2,4,1,0,2,3,2,2,2,1,1,2,4,2,4,2,3,4,1,1,2,1,2,4,Target
166,21,-26.54,-16.2,4,12,0,2,2,2,5,0,0,2,2,2,2,2,1,1,2,2,2,5,1,4,1,2,5,4,2,2,2,Target
157,20,-19.3,-16.2,3,9,2,0,6,2,5,0,0,5,2,2,2,2,1,1,2,2,5,5,1,3,5,5,2,2,2,5,3,Target
155,20,-18.64,-16.2,2,11,2,1,4,2,5,0,0,5,2,2,2,2,1,1,2,2,2,4,2,5,5,2,3,2,5,2,3,Target
149,18,-17.7,-16.2,4,8,2,1,5,2,5,0,0,5,2,2,2,2,1,1,2,5,5,3,5,1,2,1,4,2,2,3,5,Target
157,18,-28.2,-19.5,7,8,0,1,4,4,3,0,0,2,2,1,1,2,1,1,2,1,2,5,5,2,2,4,1,1,5,2,5,Target
141,17,-27,-16.8,6,6,4,1,3,3,3,0,1,3,5,2,1,1,2,2,1,5,2,1,1,4,3,2,1,3,3,2,5,Target
151,18,-24.7,-19.5,5,8,2,3,2,4,3,0,0,3,2,1,1,2,1,1,2,4,4,4,2,2,5,3,1,2,2,2,5,Target
140,7,-25,-19.5,5,4,2,0,9,4,3,0,0,3,2,1,1,2,1,1,2,5,5,5,5,5,2,5,5,3,5,5,1,Target
142,19,-26.9,-17.4,6,8,2,1,3,3,3,1,0,2,2,3,1,2,1,1,2,1,4,2,5,5,2,5,1,2,3,2,1,Target
143,18,-20.4,-16.9,5,9,1,0,5,3,3,0,1,5,2,1,1,2,1,5,2,5,2,2,2,5,2,1,1,2,2,3,5,Target
150,19,-21.4,-19.5,4,10,1,1,4,4,3,0,0,2,2,1,1,2,1,1,2,5,5,2,2,4,2,2,5,5,2,2,3,Target
152,19,-27.5,-19.5,6,8,2,2,2,4,3,0,0,3,2,1,1,2,1,1,2,5,4,2,2,4,2,3,1,5,2,2,1,Target
150,15,-22.1,-19.5,6,5,2,1,6,4,3,0,0,5,2,1,1,2,1,1,2,1,4,2,2,5,3,3,1,5,5,5,5,Target
144,19,-28.6,-19.5,6,8,1,2,3,4,3,0,0,2,2,1,1,2,1,1,2,5,5,4,2,5,4,2,2,1,1,3,2,Target
141,17,-21.5,-15.1,4,9,3,1,3,4,2,0,1,2,5,1,1,2,1,1,2,4,2,2,2,2,3,3,3,2,5,2,5,Target
168,19,-28.8,-20.9,7,8,0,0,5,4,3,0,0,5,1,2,1,1,2,2,1,2,2,1,5,5,2,1,2,5,2,5,1,Target
165,19,-27.9,-20.9,7,8,1,2,2,4,3,0,0,5,1,2,1,1,2,2,1,2,2,4,4,2,2,1,5,1,2,3,1,Target
156,19,-26.1,-20.9,8,4,3,0,5,4,3,0,0,5,1,2,1,1,2,2,1,3,2,3,1,5,5,1,5,1,5,3,1,Target
153,18,-29.6,-20.9,6,6,5,1,2,4,3,0,0,2,1,2,1,1,2,2,1,4,2,3,3,2,3,1,5,3,3,1,5,Target
147,18,-21.2,-20.9,6,5,2,0,7,4,3,0,0,5,1,2,1,1,2,2,1,5,5,5,5,2,2,1,3,3,5,1,5,Target
143,20,-29.5,-19.5,5,7,2,1,5,4,3,0,0,2,2,1,1,2,1,1,2,5,5,5,5,5,4,2,1,3,3,2,2,Target
147,18,-21.8,-19.5,6,5,2,0,7,4,3,0,0,5,2,1,1,2,1,1,2,5,5,5,5,2,5,1,1,3,2,3,5,Target
147,21,-24.76,-19.5,4,8,2,2,4,4,3,0,0,2,2,1,1,2,1,1,2,5,4,4,2,5,2,2,2,3,3,5,5,Target
146,15,-28.5,-17.4,5,7,4,1,3,3,3,1,0,3,2,1,1,2,3,1,2,1,2,2,2,4,2,1,3,5,5,5,3,Target
142,21,-25.74,-15.1,6,7,2,3,2,4,2,0,1,2,5,1,1,2,1,1,2,1,5,2,4,2,2,4,4,2,1,3,3,Target
140,7,-17.2,-18.5,3,5,2,0,10,3,4,0,0,5,2,1,2,2,1,2,1,5,5,5,2,5,5,3,5,5,5,5,3,Non-Target
156,19,-20.6,-19,5,8,1,0,6,3,4,0,0,5,1,1,2,2,2,1,2,5,5,2,3,5,2,1,2,5,5,1,2,Non-Target
150,19,-27.3,-14.6,3,11,4,1,1,1,5,1,0,2,3,2,2,2,2,1,2,5,3,3,4,2,2,2,2,2,3,1,1,Non-Target
154,19,-29.9,-14.6,2,13,3,1,1,1,5,1,0,2,3,2,2,2,2,1,2,5,3,4,2,3,2,2,2,2,2,2,1,Non-Target
142,17,-18.2,-14.6,1,12,2,0,5,1,4,2,0,5,3,2,2,2,2,1,3,2,5,5,2,2,2,2,2,2,2,5,5,Non-Target
148,17,-20,-17.2,3,10,1,1,5,2,5,0,0,2,1,2,2,2,2,1,2,4,2,2,5,5,3,2,5,2,1,5,5,Non-Target
144,19,-18.7,-17.2,2,12,1,2,3,2,5,0,0,2,1,2,2,2,2,1,2,4,2,2,5,5,3,2,4,2,5,2,2,Non-Target
148,22,-24.59,-18.2,5,8,0,5,2,3,4,0,0,5,2,2,1,1,1,2,2,4,4,4,2,5,1,4,4,2,2,2,1,Non-Target
141,8,-25.1,-18.2,4,5,1,0,10,3,4,0,0,1,2,2,1,1,1,2,2,3,5,5,5,2,5,5,5,5,5,5,5,Non-Target
146,19,-31.5,-20,8,5,4,1,2,4,2,1,0,3,1,2,1,1,3,1,2,2,1,5,2,3,3,2,4,1,1,5,1,Non-Target
153,20,-24.1,-15.5,5,8,2,0,5,2,4,1,0,5,2,2,1,3,1,2,2,3,1,1,5,2,2,5,2,5,1,2,5,Non-Target
163,18,-34.4,-21.9,9,4,4,0,3,5,2,0,0,1,1,2,1,1,1,1,2,3,1,5,2,3,2,3,1,3,5,1,5,Non-Target
147,18,-37.8,-16.9,10,5,2,0,3,5,1,0,1,1,1,5,1,1,1,1,2,2,1,3,2,3,2,5,1,1,2,1,5,Non-Target
143,21,-21.2,-19,5,8,1,2,4,3,3,1,0,5,1,1,2,2,3,1,2,5,4,4,2,2,1,2,5,1,2,2,5,Non-Target
142,19,-16.9,-16.3,3,9,4,1,3,2,4,1,0,5,1,3,2,2,2,1,2,2,5,2,3,2,5,3,3,2,4,1,2,Non-Target
154,16,-28,-19.9,8,6,1,2,3,4,3,0,0,3,1,2,2,2,1,1,1,1,2,4,4,1,2,5,1,2,5,5,1,Non-Target
147,16,-23.6,-19.9,5,8,0,1,6,4,3,0,0,2,1,2,2,2,1,1,1,4,2,1,5,2,5,2,5,2,5,5,5,Non-Target
143,21,-29.3,-18.6,6,6,3,2,3,3,3,1,0,3,3,1,1,1,2,2,2,1,3,1,5,5,5,1,2,2,4,4,2,Non-Target
159,16,-30,-18.9,7,6,3,1,3,3,4,0,0,3,2,1,1,1,2,2,2,1,4,2,1,5,2,1,1,3,5,5,3,Non-Target
147,26,-35.44,-18.9,4,5,4,7,0,3,4,0,0,3,2,1,1,1,2,2,2,4,4,4,4,4,4,4,3,3,1,2,3,Non-Target
143,18,-26.1,-18.4,8,6,1,2,3,3,3,1,0,5,2,1,1,1,3,2,2,1,4,1,5,2,1,1,2,4,2,1,5,Non-Target
141,10,-24.44,-18.9,5,5,2,1,7,3,4,0,0,3,2,1,1,1,2,2,2,4,2,1,5,5,5,5,5,5,5,3,1,Non-Target
162,19,-24.9,-18.9,7,8,1,1,3,3,4,0,0,3,2,1,1,1,2,2,2,4,2,1,5,2,5,1,2,5,2,1,1,Non-Target
162,19,-24.9,-18.9,7,8,1,1,3,3,4,0,0,3,2,1,1,1,2,2,2,4,2,1,5,2,5,1,2,5,2,1,1,Non-Target
162,19,-24.9,-18.9,7,8,1,1,3,3,4,0,0,3,2,1,1,1,2,2,2,4,2,1,5,2,5,1,2,5,2,1,1,Non-Target
141,18,-28,-18.9,8,6,1,1,4,3,3,1,0,2,2,1,1,1,2,3,2,1,4,1,5,2,1,1,5,5,2,1,5,Non-Target
142,19,-20,-18.9,5,7,4,1,3,3,3,1,0,5,2,1,1,1,2,2,3,4,2,1,2,3,5,5,2,2,3,3,1,Non-Target
147,21,-30.6,-19.6,7,6,3,2,2,4,2,1,0,2,1,1,2,1,1,2,3,2,5,4,4,2,5,1,2,3,3,1,1,Non-Target
144,15,-25.1,-19.9,6,5,1,0,8,4,3,0,0,2,1,1,2,1,1,2,2,3,5,5,2,5,5,1,1,5,5,5,5,Non-Target
161,19,-29.7,-18.9,7,7,3,2,1,3,4,0,0,3,2,1,1,1,2,2,2,4,4,1,3,1,5,2,1,1,2,2,3,Non-Target
149,19,-27.3,-18.9,8,7,1,4,0,3,4,0,0,3,2,1,1,1,2,2,2,4,2,1,4,4,1,1,2,4,2,1,1,Non-Target
147,18,-21.74,-18.9,4,7,3,0,6,3,4,0,0,3,2,1,1,1,2,2,2,3,5,5,5,2,5,1,2,5,2,3,5,Non-Target
140,7,-23,-18.9,3,8,2,0,7,3,4,0,0,2,2,1,1,1,2,2,2,5,3,5,5,5,5,5,2,2,2,3,5,Non-Target
143,20,-30.4,-18.6,8,8,0,1,3,3,3,0,1,2,2,1,1,1,2,2,5,1,2,1,5,4,2,1,1,2,5,2,1,Non-Target
151,20,-27.7,-14.4,7,7,1,2,3,3,3,0,1,5,5,1,1,1,2,2,2,4,4,1,3,1,2,2,1,1,5,2,2,Non-Target
140,7,-17.16,-18.9,4,4,0,0,12,3,4,0,0,5,2,1,1,1,2,2,2,5,5,5,5,5,5,5,5,5,5,1,5,Non-Target
151,20,-27.7,-14.4,7,7,1,2,3,3,3,0,1,5,5,1,1,1,2,2,2,4,4,1,3,1,2,2,1,1,5,2,2,Non-Target
140,7,-17.16,-18.9,4,4,0,0,12,3,4,0,0,5,2,1,1,1,2,2,2,5,5,5,5,5,5,5,5,5,5,1,5,Non-Target
151,20,-27.7,-14.4,7,7,1,2,3,3,3,0,1,5,5,1,1,1,2,2,2,4,4,1,3,1,2,2,1,1,5,2,2,Non-Target
140,7,-17.16,-18.9,4,4,0,0,12,3,4,0,0,5,2,1,1,1,2,2,2,5,5,5,5,5,5,5,5,5,5,1,5,Non-Target
151,20,-27.7,-14.4,7,7,1,2,3,3,3,0,1,5,5,1,1,1,2,2,2,4,4,1,3,1,2,2,1,1,5,2,2,Non-Target
140,7,-17.16,-18.9,4,4,0,0,12,3,4,0,0,5,2,1,1,1,2,2,2,5,5,5,5,5,5,5,5,5,5,1,5,Non-Target
151,20,-27.7,-14.4,7,7,1,2,3,3,3,0,1,5,5,1,1,1,2,2,2,4,4,1,3,1,2,2,1,1,5,2,2,Non-Target
140,7,-17.16,-18.9,4,4,0,0,12,3,4,0,0,5,2,1,1,1,2,2,2,5,5,5,5,5,5,5,5,5,5,1,5,Non-Target
147,21,-30.6,-19.6,7,6,3,2,2,4,2,1,0,2,1,1,2,1,1,2,3,2,5,4,4,2,5,1,2,3,3,1,1,Non-Target
144,15,-25.1,-19.9,6,5,1,0,8,4,3,0,0,2,1,1,2,1,1,2,2,3,5,5,2,5,5,1,1,5,5,5,5,Non-Target
142,20,-23.6,-18.6,5,8,1,2,4,3,3,1,0,5,3,1,1,1,2,2,2,5,2,1,2,2,5,4,4,1,2,5,2,Non-Target
140,19,-25.1,-18.6,8,6,1,2,3,3,3,1,0,5,3,1,1,1,2,2,2,5,2,1,4,2,1,1,5,2,4,1,1,Non-Target
146,11,-25.3,-18.9,5,5,2,1,7,3,4,0,0,3,2,1,1,1,2,2,2,1,4,2,1,5,5,5,5,5,5,5,3,Non-Target
143,16,-34.4,-18.9,7,6,3,1,3,3,3,1,0,3,2,1,1,1,2,3,2,1,2,1,4,2,2,5,1,3,5,5,1,Non-Target
163,20,-32.2,-18.9,8,6,1,1,4,3,4,0,0,5,2,1,1,1,2,2,2,1,4,2,1,5,2,1,1,3,5,5,1,Non-Target
146,19,-23.7,-18.9,6,7,1,1,5,3,4,0,0,3,2,1,1,1,2,2,2,1,5,5,5,2,5,4,1,2,2,5,1,Non-Target
145,22,-28,-18.9,5,8,0,4,3,3,4,0,0,2,2,1,1,1,2,2,2,5,4,4,4,2,1,2,5,5,4,1,2,Non-Target
