@relation sea.data-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute atr1 numeric
@attribute atr2 numeric
@attribute atr3 numeric
@attribute class {0,1}

@data
0.148346,0.022623,0.951896,1
0.289115,0.037499,0.11108,0
0.082643,0.266386,0.506901,0
0.911413,0.478815,0.435803,0
0.922822,0.136315,0.074113,0
0.002419,0.502291,0.417881,1
0.411924,0.418461,0.685884,1
0.877683,0.711255,0.727306,0
0.733887,0.679199,0.247748,0
0.716707,0.358855,0.96496,1
0.625253,0.471856,0.351634,0
0.950672,0.787467,0.588977,1
0.923783,0.663118,0.854793,1
0.165398,0.272668,0.269206,0
0.691139,0.955121,0.847216,1
0.666347,0.574519,0.594849,1
0.253703,0.842628,0.42323,1
0.201469,0.388184,0.769768,1
0.860044,0.121394,0.36338,0
0.908862,0.952388,0.684207,1
0.615479,0.538996,0.758851,1
0.81167,0.028049,0.358194,0
0.98317,0.205403,0.071611,0
0.779929,0.666489,0.049731,1
0.509092,0.472988,0.004024,0
0.861175,0.773821,0.537285,1
0.895217,0.900696,0.531928,1
0.853048,0.216129,0.636721,0
0.755133,0.395567,0.249393,0
0.423635,0.607615,0.069592,0
0.813024,0.141227,0.056302,0
0.807721,0.106057,0.626584,0
0.579059,0.630636,0.027359,0
0.404438,0.564672,0.161436,0
0.465346,0.693393,0.103716,0
0.909524,0.740465,0.786925,1
0.136022,0.036309,0.231444,0
0.643935,0.301062,0.966475,1
0.442307,0.022769,0.049891,0
0.128856,0.676504,0.566839,1
0.307124,0.594226,0.148136,0
0.158887,0.309598,0.011199,0
0.002986,0.114938,0.942639,1
0.855408,0.729562,0.577165,1
0.765878,0.808639,0.551088,1
0.109691,0.517559,0.866779,1
0.540343,0.916701,0.802035,1
0.593178,0.368869,0.37711,0
0.963095,0.525273,0.611866,1
0.834875,0.623093,0.746221,1
0.73804,0.688857,0.750378,1
0.418399,0.327537,0.584876,1
0.136166,0.135956,0.594089,0
0.653526,0.460863,0.797869,1
0.377545,0.5999,0.863078,1
0.968768,0.240182,0.871035,1
0.765462,0.482896,0.053825,0
0.105981,0.800076,0.438193,1
0.48891,0.188564,0.437463,0
0.516118,0.02233,0.091571,0
0.158316,0.685688,0.898157,1
0.14654,0.696023,0.005694,0
0.295907,0.868802,0.494808,1
0.108974,0.365837,0.196522,0
0.848738,0.250372,0.47477,0
0.050441,0.912994,0.798748,1
0.101549,0.236204,0.446659,0
0.25856,0.538257,0.269945,0
0.223932,0.168095,0.22871,0
0.864121,0.234429,0.894573,1
0.103221,0.389376,0.424697,0
0.75522,0.621248,0.086621,0
0.871623,0.561418,0.558674,1
0.47439,0.357416,0.461415,0
0.593633,0.908105,0.193598,1
0.446341,0.463569,0.269062,0
0.631676,0.497799,0.040734,0
0.732236,0.935338,0.655825,1
0.324696,0.080515,0.047642,1
0.701772,0.134287,0.683876,0
0.695715,0.242544,0.495456,0
0.599973,0.956902,0.746051,1
0.864971,0.939679,0.045783,1
0.403229,0.314871,0.981599,0
0.812676,0.022325,0.530699,0
0.957662,0.186517,0.380364,0
0.267057,0.428032,0.362268,0
0.562333,0.046136,0.542222,0
0.288704,0.037669,0.428146,0
0.99457,0.17419,0.082268,0
0.113859,0.128076,0.170837,0
0.442965,0.152429,0.551995,0
0.174782,0.082686,0.800558,0
0.269228,0.180915,0.414797,0
0.608959,0.777095,0.505114,1
0.823235,0.047327,0.429334,0
0.085028,0.857511,0.000599,1
0.031694,0.08289,0.939149,1
0.210993,0.109978,0.662651,0
0.262432,0.214638,0.909611,1
0.297348,0.710167,0.569662,1
0.891084,0.98449,0.10285,1
0.761552,0.607992,0.671337,1
0.65533,0.100663,0.696729,0
0.958173,0.697356,0.819966,1
0.780253,0.759112,0.135411,0
0.869094,0.798091,0.645208,1
0.012724,0.554815,0.568743,1
0.264967,0.138398,0.876663,1
0.122878,0.979543,0.656095,1
0.587509,0.327426,0.469214,0
0.428108,0.165936,0.98321,1
0.863295,0.803174,0.376142,1
0.562261,0.51158,0.634793,1
0.309655,0.279995,0.562879,0
0.834815,0.131615,0.632459,1
0.270037,0.509118,0.255822,0
0.488638,0.911948,0.277341,0
0.23936,0.746584,0.318976,1
0.912522,0.302181,0.053733,0
0.105346,0.429901,0.419355,0
0.941482,0.05414,0.098947,0
0.334157,0.661854,0.573519,1
0.793475,0.205972,0.268744,1
0.715098,0.524593,0.456427,1
0.43652,0.733797,0.279873,1
0.480359,0.598878,0.343344,1
0.90106,0.397103,0.168681,1
0.82701,0.588064,0.674018,1
0.642215,0.772994,0.019609,0
0.434827,0.593156,0.145331,0
0.799133,0.414101,0.291804,0
0.938695,0.74826,0.717971,1
0.482035,0.997875,0.051079,1
0.596726,0.39445,0.355268,0
0.791559,0.523976,0.504189,1
0.112031,0.1782,0.38705,0
0.951194,0.406685,0.730624,1
0.999839,0.875985,0.614321,1
0.29007,0.906156,0.313192,1
0.654388,0.031154,0.603979,0
0.029022,0.655087,0.098802,0
0.049529,0.454097,0.12352,0
0.978073,0.627737,0.459652,0
0.805943,0.846732,0.844359,1
0.253402,0.574979,0.143139,0
0.450943,0.75749,0.052194,0
0.663617,0.365412,0.969792,1
0.396586,0.573767,0.454423,1
0.22884,0.553252,0.051345,0
0.007344,0.174889,0.119446,0
0.802632,0.579126,0.075504,0
0.425837,0.919893,0.3657,1
0.49485,0.508866,0.932493,1
0.266341,0.984718,0.686812,1
0.350112,0.6566,0.247953,1
0.230353,0.702404,0.172298,0
0.255642,0.223667,0.737572,1
0.398577,0.857049,0.248395,1
0.436154,0.323925,0.809789,1
0.243804,0.175481,0.541232,0
0.684358,0.473721,0.684452,1
0.458417,0.371258,0.880669,1
0.027852,0.128614,0.555229,0
0.831023,0.727556,0.717408,0
0.951224,0.454976,0.349646,0
0.312008,0.598069,0.551007,1
0.921995,0.36079,0.610157,1
0.536287,0.151382,0.904464,1
0.625114,0.588912,0.171331,1
0.960171,0.051991,0.892072,1
0.180633,0.447297,0.246222,1
0.174841,0.963661,0.098305,1
0.418617,0.447978,0.475861,1
0.04604,0.02686,0.478787,0
0.38767,0.088936,0.13382,0
0.240343,0.038276,0.144588,0
0.6272,0.315944,0.949002,1
0.367956,0.841073,0.575393,1
0.288354,0.821644,0.560246,1
0.785272,0.658579,0.589263,1
0.106548,0.065116,0.934526,1
0.092007,0.413308,0.120612,0
0.50226,0.254457,0.403632,0
0.292757,0.548247,0.608065,1
0.864194,0.557063,0.507326,1
0.398116,0.082711,0.780747,0
0.904357,0.340987,0.149656,0
0.999565,0.738948,0.893525,1
0.80407,0.828049,0.258694,1
0.241343,0.379332,0.375751,0
0.633801,0.779412,0.486206,1
0.327642,0.094263,0.846527,1
0.651337,0.353847,0.42398,1
0.436577,0.20472,0.735929,1
0.545722,0.885616,0.030542,1
0.624536,0.924097,0.651401,1
0.752113,0.910125,0.324673,1
0.289441,0.700453,0.737066,1
0.479842,0.223265,0.849812,1
0.317551,0.696336,0.999334,1
0.050176,0.423309,0.018324,0
0.628041,0.754282,0.827695,1
0.639869,0.858267,0.719053,1
0.78233,0.370448,0.693012,1
0.280557,0.017677,0.527897,0
0.718138,0.264956,0.493242,0
0.488238,0.343047,0.005447,0
0.039376,0.004772,0.774685,1
0.4281,0.793038,0.57631,0
0.547295,0.404,0.229893,0
0.262252,0.948977,0.451564,0
0.319408,0.144569,0.579025,0
0.162274,0.106914,0.169955,0
0.371892,0.663225,0.078378,0
0.006267,0.083849,0.665924,1
0.088652,0.440603,0.135189,0
0.233627,0.711529,0.572895,1
0.11552,0.802818,0.9681,1
0.751762,0.419659,0.422353,1
0.564242,0.00137,0.671139,0
0.108315,0.841124,0.606932,1
0.504326,0.685339,0.340332,1
0.769195,0.006248,0.556242,0
0.44687,0.69146,0.374595,1
0.402969,0.947521,0.461419,1
0.750306,0.429513,0.896275,1
0.849176,0.318623,0.573236,0
0.320015,0.244369,0.139921,0
0.085485,0.746883,0.908552,1
0.432201,0.248878,0.100392,0
0.255151,0.656662,0.059226,0
0.348104,0.433848,0.382515,0
0.38135,0.843964,0.269555,1
0.273462,0.165823,0.633724,0
0.484463,0.206954,0.536054,0
0.451341,0.676003,0.232801,1
0.422865,0.141346,0.126626,0
0.390244,0.227044,0.056446,0
0.883709,0.115696,0.347412,0
0.549559,0.729957,0.9829,1
0.573894,0.252448,0.062549,0
0.418291,0.696302,0.970007,1
0.903258,0.506057,0.707238,1
0.182048,0.94007,0.891436,1
0.081407,0.018054,0.459979,0
0.245124,0.516453,0.117037,0
0.632161,0.464476,0.360639,0
0.19442,0.343533,0.112614,0
0.595994,0.175188,0.615674,1
0.871493,0.585678,0.917051,1
0.091726,0.624286,0.129333,0
0.56433,0.020761,0.878702,0
0.038849,0.338676,0.11738,0
0.855132,0.234441,0.412804,0
0.698927,0.773472,0.669013,1
0.116995,0.781656,0.661667,1
0.956844,0.277335,0.72728,1
0.863016,0.644328,0.603085,1
0.268599,0.732447,0.228508,1
0.753216,0.107203,0.478668,0
0.445897,0.596075,0.076026,0
0.830521,0.488857,0.788326,1
0.262313,0.457334,0.42279,0
0.238976,0.084449,0.092286,0
0.361805,0.819596,0.024137,0
0.463902,0.62725,0.17955,0
0.359679,0.408085,0.565434,1
0.515303,0.044093,0.904971,1
0.64018,0.981029,0.262219,1
0.469863,0.050537,0.000129,0
0.507887,0.422945,0.111474,0
0.50741,0.203785,0.942696,1
0.023375,0.966864,0.094021,1
0.594088,0.273596,0.219772,0
0.681691,0.785235,0.066646,0
0.829334,0.971648,0.158182,1
0.952637,0.420428,0.940224,1
0.470982,0.940383,0.154663,1
0.36331,0.266163,0.725738,1
0.469965,0.668431,0.739943,1
0.635267,0.833994,0.980635,1
0.107581,0.2004,0.183109,0
0.985635,0.24978,0.986281,1
0.221415,0.144455,0.284468,0
0.564897,0.224686,0.596551,1
0.165058,0.751244,0.014731,0
0.0174,0.740499,0.399086,1
0.40891,0.139022,0.980724,0
0.973015,0.961358,0.273522,0
0.161747,0.456658,0.869879,1
0.706447,0.856159,0.962359,1
0.000609,0.246821,0.1019,0
0.471524,0.69848,0.601388,1
0.449702,0.616148,0.164941,0
0.356628,0.564055,0.954485,1
0.703086,0.935208,0.809724,1
0.896529,0.083238,0.756701,1
0.539912,0.626577,0.205646,0
0.482713,0.167999,0.174209,0
0.41484,0.276134,0.048815,0
0.974613,0.650232,0.522947,1
0.266365,0.687918,0.891428,1
0.251958,0.845912,0.388529,1
0.781086,0.198246,0.631146,0
0.281508,0.387842,0.735894,1
0.014413,0.941571,0.067764,1
0.109561,0.241997,0.980466,1
0.518147,0.029273,0.410763,0
0.679515,0.933741,0.917083,1
0.621631,0.808509,0.568875,1
0.654392,0.957435,0.828643,1
0.15567,0.459785,0.113076,0
0.847631,0.849,0.258592,1
0.790538,0.326381,0.359167,0
0.568393,0.339627,0.424497,1
0.368921,0.83529,0.579299,0
0.768997,0.496377,0.99433,1
0.30487,0.563201,0.264207,0
0.520612,0.092843,0.394735,0
0.552642,0.507838,0.11345,0
0.356819,0.372068,0.262307,0
0.698459,0.621502,0.04744,0
0.961129,0.471964,0.353384,0
0.307237,0.932714,0.378479,0
0.42907,0.372804,0.466858,0
0.936006,0.731095,0.693209,1
0.823942,0.087936,0.132887,0
0.595786,0.246362,0.776862,1
0.618442,0.039161,0.099948,0
0.660674,0.147412,0.583751,0
0.619388,0.937166,0.951862,1
0.869843,0.330336,0.002842,0
0.703149,0.469728,0.032837,0
0.20081,0.726075,0.095754,1
0.814016,0.228666,0.401331,0
0.475045,0.178185,0.362401,1
0.217372,0.462376,0.410382,0
0.609801,0.994165,0.499846,1
0.931292,0.451703,0.155801,0
0.782045,0.158667,0.10003,0
0.628407,0.132891,0.124331,0
0.858969,0.22011,0.853979,1
0.448794,0.255303,0.082769,0
0.433507,0.445196,0.017309,0
0.907574,0.427717,0.528927,1
0.421861,0.028765,0.746566,0
0.480485,0.902397,0.154272,1
0.061057,0.254327,0.747728,1
0.387238,0.872089,0.518682,1
0.09219,0.372655,0.919201,1
0.627971,0.001961,0.464822,1
0.447175,0.482158,0.712364,1
0.909877,0.241284,0.87213,1
0.270074,0.618692,0.684894,1
0.521066,0.839195,0.013072,0
0.093513,0.760829,0.271581,1
0.63289,0.790293,0.726966,1
0.162937,0.646164,0.266058,1
0.648136,0.730909,0.852396,0
0.213054,0.564756,0.450055,1
0.806046,0.322179,0.454665,1
0.940872,0.139551,0.826687,1
0.978746,0.83979,0.044045,1
0.600592,0.315652,0.553013,0
0.105935,0.279973,0.958575,1
0.926138,0.224626,0.059769,0
0.955534,0.912195,0.669586,1
0.476928,0.119634,0.291509,0
0.441831,0.746203,0.359085,1
0.885757,0.185766,0.844648,1
0.025549,0.888723,0.936771,1
0.204362,0.489779,0.859633,1
0.769759,0.818206,0.579176,1
0.042825,0.638973,0.270157,1
0.551143,0.939774,0.166935,0
0.0594,0.458471,0.311036,0
0.204662,0.67015,0.883946,0
0.85592,0.728591,0.954931,1
0.617286,0.891701,0.50761,1
0.381461,0.367238,0.131936,0
0.185432,0.711141,0.847123,1
0.350097,0.117272,0.226609,0
0.057038,0.39357,0.929324,1
0.852045,0.240353,0.617677,1
0.910505,0.501618,0.147112,0
0.230196,0.102035,0.647894,0
0.993735,0.155497,0.669135,0
0.522751,0.8011,0.526413,1
0.512218,0.37353,0.936457,1
0.490818,0.163059,0.763562,1
0.556644,0.692883,0.664303,1
0.933237,0.281973,0.465392,0
0.783598,0.612532,0.610163,0
0.714576,0.258051,0.861286,1
0.413568,0.530417,0.083488,0
0.3315,0.609929,0.644507,1
0.983459,0.58096,0.706038,1
0.744027,0.469595,0.022117,0
0.162466,0.686448,0.709362,0
0.968421,0.174747,0.939454,1
0.787285,0.549613,0.765816,1
0.807669,0.627099,0.210157,0
0.157505,0.293671,0.157542,0
0.903602,0.802078,0.332718,1
0.383019,0.038747,0.361326,0
0.508358,0.383469,0.427711,0
0.069909,0.137066,0.766535,0
0.311836,0.705986,0.790354,0
0.255584,0.556166,0.600981,0
0.183253,0.811167,0.284479,1
0.104829,0.442048,0.829776,0
0.244112,0.162486,0.895499,1
0.201261,0.256818,0.754183,1
0.640299,0.181887,0.38044,0
0.318976,0.146968,0.748546,0
0.852959,0.538896,0.729939,1
0.095053,0.330914,0.171783,0
0.14207,0.456289,0.619073,1
0.89834,0.448844,0.255324,0
0.611342,0.150815,0.76959,1
0.407653,0.523769,0.522223,0
0.705665,0.902694,0.758167,0
0.049655,0.506709,0.655457,1
0.045597,0.38539,0.011139,0
0.716313,0.182947,0.41896,0
0.639248,0.038024,0.105272,0
0.486885,0.360622,0.68004,0
0.511453,0.449626,0.910842,1
0.973394,0.43306,0.967072,1
0.335737,0.725236,0.703703,1
0.231932,0.359155,0.288,0
0.744553,0.299165,0.418182,0
0.482129,0.837172,0.319241,1
0.875199,0.424539,0.658965,1
0.785168,0.339,0.460306,0
0.788632,0.371143,0.215716,0
0.804208,0.18278,0.441077,0
0.908018,0.144772,0.525338,0
0.503944,0.813368,0.417477,1
0.112523,0.835689,0.709365,1
0.672831,0.028597,0.716036,0
0.453154,0.374996,0.910121,1
0.714005,0.370422,0.53494,1
0.741573,0.750685,0.264649,1
0.933466,0.705755,0.685728,1
0.850532,0.211059,0.981444,1
0.02442,0.398916,0.602971,1
0.234591,0.31233,0.731607,1
0.340949,0.447638,0.455447,1
0.822639,0.365563,0.032409,0
0.735993,0.567377,0.039262,0
0.318045,0.303937,0.023326,0
0.009686,0.709082,0.092976,0
0.920143,0.074412,0.214682,0
0.473345,0.817683,0.081496,0
0.130002,0.813133,0.61536,1
0.260756,0.070799,0.265049,1
0.436381,0.297483,0.62004,1
0.864863,0.65933,0.64994,1
0.963267,0.673294,0.434413,1
0.382357,0.527416,0.83318,1
0.601841,0.047854,0.247053,1
0.86554,0.328575,0.783129,1
0.141697,0.398484,0.466493,0
0.469301,0.731571,0.485849,1
0.029048,0.105882,0.07804,0
0.765219,0.728009,0.076804,0
0.401283,0.511244,0.701441,1
0.038653,0.534617,0.086126,0
0.582484,0.333205,0.715685,1
0.66179,0.49881,0.443561,1
0.897296,0.910084,0.205932,1
0.641627,0.69181,0.272269,1
0.797698,0.350335,0.564588,1
0.078336,0.64142,0.29139,1
0.152654,0.992862,0.263254,1
0.527455,0.349406,0.831814,1
0.682621,0.547495,0.557961,1
0.046298,0.001513,0.147884,0
0.9116,0.353843,0.310181,0
0.045646,0.582478,0.22389,0
0.932814,0.788508,0.406255,0
0.429908,0.697673,0.490769,1
0.690505,0.754052,0.77388,1
0.103449,0.605691,0.327892,1
0.153175,0.885883,0.130468,1
0.887399,0.278377,0.143057,0
0.632232,0.453265,0.352214,0
0.035737,0.576132,0.521222,1
0.364622,0.927508,0.979713,1
0.625153,0.470478,0.377088,0
0.224516,0.150961,0.533617,0
0.756659,0.861538,0.114026,1
0.747389,0.244518,0.109297,0
0.522911,0.252379,0.433778,0
0.705653,0.786022,0.83303,1
0.362136,0.354247,0.709946,1
0.281739,0.689657,0.521288,1
0.160123,0.898406,0.22254,1
0.04936,0.756186,0.712616,1
0.617697,0.826671,0.715859,1
0.071182,0.825185,0.999885,1
0.077556,0.433658,0.749243,1
0.219667,0.58227,0.5246,1
0.936517,0.23454,0.308555,0
0.924198,0.829873,0.125136,0
0.728248,0.347702,0.468961,0
0.103879,0.18157,0.58363,0
0.008235,0.299482,0.086647,1
0.124657,0.086525,0.673519,0
0.520199,0.422757,0.98544,1
0.005021,0.510036,0.321664,0
0.744584,0.630247,0.159783,0
0.460099,0.284944,0.753108,1
0.632657,0.222062,0.965968,1
0.403651,0.549594,0.458111,1
0.84908,0.544786,0.491308,1
0.631322,0.16482,0.175943,0
0.587591,0.161376,0.891398,1
0.671422,0.213055,0.534152,0
0.843306,0.693963,0.08477,0
0.978906,0.837908,0.491748,1
0.059962,0.457711,0.348091,0
0.0073,0.806232,0.875515,1
0.351001,0.366818,0.830128,1
0.531653,0.006062,0.133831,0
0.167466,0.02522,0.711862,0
0.238301,0.246007,0.254884,1
0.939971,0.33968,0.385005,0
0.177576,0.876783,0.530433,1
0.334477,0.878555,0.701162,1
0.684757,0.576673,0.198149,1
0.943491,0.028268,0.018064,0
0.034363,0.151918,0.594387,0
0.177167,0.306242,0.040705,0
0.552264,0.295615,0.497075,0
0.635307,0.88211,0.411101,1
0.75886,0.941565,0.050409,0
0.820085,0.7516,0.435112,1
0.328256,0.63329,0.540597,1
0.661569,0.558688,0.746894,1
0.710616,0.341276,0.897776,1
0.647529,0.938512,0.303245,1
0.234113,0.800349,0.692029,1
0.682428,0.103123,0.682308,0
0.044681,0.732746,0.534623,1
0.484324,0.969766,0.3696,1
0.603028,0.910228,0.084311,1
0.468894,0.831236,0.960542,1
0.1725,0.858317,0.067276,1
0.796795,0.370546,0.019806,1
0.170883,0.711864,0.900338,1
0.814992,0.582643,0.294591,0
0.315372,0.829244,0.724445,1
0.798975,0.094038,0.612279,0
0.00426,0.696619,0.666602,1
0.52783,0.627141,0.652667,1
0.485435,0.719972,0.52036,1
0.09051,0.540193,0.313129,0
0.252042,0.21346,0.114695,1
0.796109,0.409313,0.92672,1
0.238542,0.651162,0.911188,0
0.745207,0.523463,0.439517,1
0.220068,0.106111,0.222613,0
0.73326,0.87531,0.448228,1
0.595255,0.968619,0.500922,1
0.508788,0.81408,0.947175,1
0.027534,0.061862,0.827875,0
0.471192,0.754592,0.935136,1
0.405734,0.846323,0.747259,1
0.369767,0.186769,0.90042,1
0.292904,0.123025,0.33773,1
0.998334,0.785987,0.244849,1
0.754573,0.745799,0.279345,1
0.559854,0.226513,0.024175,0
0.288399,0.85208,0.411029,1
0.606645,0.34616,0.469325,1
0.192471,0.216578,0.163307,0
0.403367,0.063719,0.152064,0
0.186772,0.489821,0.722442,1
0.275793,0.967321,0.7787,0
0.71309,0.058037,0.293719,0
0.284574,0.31792,0.860343,1
0.169988,0.271366,0.332561,0
0.617538,0.801916,0.78902,1
0.018488,0.952358,0.372244,1
0.016071,0.524336,0.118116,0
0.014151,0.840587,0.387946,1
0.807874,0.166639,0.320307,0
0.224702,0.614053,0.793912,1
0.931974,0.654252,0.082239,0
0.925619,0.414826,0.878606,1
0.216729,0.667623,0.353158,1
0.619954,0.725431,0.65708,1
0.249753,0.775225,0.838882,1
0.615785,0.226822,0.553855,0
0.393481,0.874192,0.944632,1
0.488222,0.738542,0.127449,0
0.392774,0.209713,0.522155,0
0.624551,0.400756,0.861557,1
0.068372,0.214708,0.076485,0
0.94014,0.733594,0.324347,1
0.508796,0.163222,0.453797,0
0.390065,0.007643,0.548238,0
0.881838,0.492866,0.401727,0
0.231394,0.529203,0.790261,1
0.738924,0.31241,0.942574,1
0.713175,0.804129,0.204743,1
0.018831,0.281253,0.469872,0
0.014842,0.794249,0.148851,1
0.957471,0.602676,0.648224,1
0.610332,0.196455,0.131068,0
0.689331,0.532822,0.862237,1
0.062018,0.652494,0.544895,1
0.964904,0.487464,0.164404,0
0.291577,0.369173,0.459621,0
0.650437,0.929524,0.269373,1
0.723741,0.418251,0.188908,0
0.020921,0.837162,0.028728,0
0.033611,0.15982,0.12341,0
0.692652,0.985678,0.64367,1
0.638144,0.188558,0.555613,0
0.676032,0.720046,0.281114,1
0.08921,0.740764,0.278011,1
0.670258,0.547412,0.404924,1
0.965663,0.59386,0.075193,0
0.431001,0.103945,0.617842,0
0.26379,0.741281,0.187545,1
0.726927,0.831245,0.711118,1
0.019797,0.266725,0.968129,1
0.986769,0.249236,0.663443,0
0.989999,0.941485,0.815636,1
0.488874,0.220553,0.054238,0
0.814418,0.129455,0.441116,0
0.233426,0.05895,0.710038,0
0.800236,0.897613,0.453658,1
0.728827,0.164769,0.892243,1
0.431512,0.86037,0.444453,1
0.109597,0.107889,0.494258,1
0.049367,0.309887,0.759857,1
0.530456,0.814124,0.992792,1
0.94358,0.433903,0.590292,1
0.49287,0.300324,0.674228,1
0.197924,0.127878,0.820275,1
0.292671,0.712515,0.675381,1
0.572859,0.119827,0.142452,0
0.227742,0.636738,0.782061,1
0.946626,0.541914,0.815362,1
0.35602,0.808153,0.82196,1
0.242042,0.412247,0.476602,0
0.71258,0.150822,0.028002,0
0.278725,0.848308,0.837266,1
0.560798,0.512643,0.295574,0
0.632481,0.438052,0.816123,1
0.074782,0.59818,0.137322,1
0.140083,0.952715,0.498486,1
0.760835,0.32044,0.795712,0
0.732696,0.272307,0.737797,1
0.423149,0.765828,0.355773,1
0.614109,0.193032,0.273264,0
0.705684,0.568865,0.308555,0
0.006912,0.12467,0.198377,1
0.722858,0.335724,0.103091,0
0.288424,0.601605,0.359041,0
0.922047,0.154746,0.052121,0
0.427073,0.789947,0.1,0
0.55575,0.4558,0.552097,1
0.648843,0.825391,0.344757,1
0.394236,0.65334,0.692694,1
0.778017,0.891101,0.482845,1
0.226812,0.585964,0.363809,1
0.187557,0.722879,0.564497,1
0.877628,0.616645,0.76435,1
0.406573,0.86438,0.154909,1
0.320163,0.707036,0.132168,0
0.532402,0.476953,0.323525,0
0.130283,0.01621,0.327781,0
0.907314,0.810656,0.409168,1
0.3966,0.773007,0.649365,1
0.495863,0.213855,0.693767,1
0.830505,0.458112,0.678193,1
0.322475,0.833133,0.199389,1
0.540143,0.331583,0.611648,0
0.808541,0.935204,0.999197,1
0.951415,0.326972,0.847134,1
0.137617,0.256296,0.992863,1
0.029296,0.642225,0.118365,0
0.856084,0.812162,0.898662,1
0.270259,0.576852,0.923675,1
0.409964,0.123056,0.235367,0
0.454658,0.847045,0.022636,0
0.782216,0.021824,0.202012,0
0.348818,0.049138,0.592353,0
0.305457,0.585213,0.020641,0
0.227425,0.13903,0.859927,0
0.951192,0.758587,0.770102,1
0.335421,0.693774,0.814196,1
0.816836,0.049554,0.695499,0
0.896601,0.718164,0.53469,1
0.739996,0.736731,0.412437,0
0.785875,0.004782,0.575252,1
0.590009,0.595921,0.426085,1
0.734959,0.286006,0.900954,1
0.044586,0.671052,0.907611,1
0.364808,0.721804,0.125383,0
0.771364,0.820912,0.453132,1
0.539051,0.987853,0.346771,1
0.724553,0.759238,0.367854,1
0.764027,0.943137,0.60176,1
0.539033,0.027836,0.171457,0
0.313865,0.072402,0.960152,1
0.743463,0.867762,0.73847,1
0.589539,0.863883,0.289905,1
0.684764,0.743066,0.028849,0
0.730888,0.375646,0.502858,0
0.134874,0.870742,0.965878,1
0.813844,0.567634,0.252927,0
0.595483,0.424411,0.626868,1
0.49683,0.587017,0.267794,0
0.454757,0.006255,0.348555,1
0.870141,0.638488,0.405193,1
0.381535,0.434068,0.778725,1
0.80972,0.281577,0.567862,0
0.152308,0.533735,0.843506,1
0.10136,0.096425,0.319021,0
0.520851,0.94592,0.606194,0
0.532912,0.874018,0.257963,1
0.880276,0.606546,0.031948,0
0.24502,0.437168,0.305309,0
0.871239,0.084026,0.738985,0
0.365624,0.306841,0.625553,1
0.840581,0.469054,0.484084,1
0.565494,0.803134,0.638788,0
0.749022,0.244976,0.104012,0
0.118984,0.362001,0.269594,0
0.968547,0.301567,0.74968,1
0.738743,0.054981,0.840133,0
0.139037,0.579114,0.290928,0
0.885958,0.916512,0.022579,1
0.385547,0.506691,0.66848,1
0.309808,0.307262,0.03737,1
0.552253,0.141406,0.340756,0
0.503424,0.610378,0.670503,1
0.911947,0.420178,0.68554,1
0.475177,0.525669,0.260659,0
0.104774,0.551614,0.118864,0
0.468104,0.141467,0.717273,0
0.648169,0.385748,0.804701,1
0.69302,0.842101,0.016791,0
0.983507,0.357573,0.916521,1
0.967951,0.58702,0.958911,1
0.007192,0.644448,0.530582,1
0.170105,0.79127,0.096571,0
0.342867,0.21546,0.265604,0
0.356948,0.982908,0.664627,0
0.368637,0.469324,0.963108,0
0.311409,0.979929,0.30692,1
0.337485,0.223435,0.781851,1
0.81046,0.740759,0.185317,1
0.385187,0.715928,0.300016,1
0.507174,0.396614,0.830184,1
0.612086,0.09578,0.661017,0
0.07868,0.325638,0.974165,1
0.794968,0.937272,0.508975,1
0.917163,0.815925,0.401287,1
0.039353,0.183131,0.560081,0
0.923892,0.745428,0.667471,1
0.461334,0.967518,0.864382,1
0.364113,0.694563,0.818558,1
0.790349,0.47957,0.945246,1
0.805214,0.919411,0.316343,1
0.856646,0.825347,0.706561,1
0.641244,0.107841,0.028436,0
0.290996,0.588545,0.530411,1
0.333956,0.197875,0.523964,0
0.165382,0.38834,0.763805,1
0.082894,0.582359,0.505695,1
0.061921,0.450937,0.742281,1
0.370329,0.058615,0.467312,0
0.883966,0.173866,0.000763,0
0.281731,0.029223,0.205795,0
0.61778,0.736235,0.787623,1
0.934111,0.311581,0.747033,0
0.69993,0.510834,0.628992,1
0.093184,0.13468,0.656073,0
0.58563,0.398349,0.022228,0
0.456982,0.489567,0.182921,0
0.663444,0.183708,0.866164,1
0.212958,0.071951,0.517903,0
0.808191,0.30552,0.782483,1
0.617113,0.529511,0.841801,1
0.040338,0.470788,0.099853,0
0.605481,0.755955,0.288626,1
0.154293,0.310879,0.147056,0
0.800452,0.330002,0.952236,1
0.513727,0.818398,0.409064,1
0.890351,0.926998,0.557425,1
0.232505,0.339902,0.440835,0
0.869416,0.28263,0.166648,0
0.753426,0.266526,0.043264,0
0.022475,0.331916,0.550015,0
0.642807,0.6971,0.788055,1
0.027096,0.740288,0.907161,1
0.558661,0.31622,0.267502,0
0.243204,0.824956,0.147537,1
0.164847,0.5884,0.325322,0
0.871034,0.491997,0.944031,1
0.75853,0.987326,0.983376,1
0.319226,0.533387,0.95779,1
0.230474,0.745843,0.405284,1
0.486108,0.312439,0.798405,0
0.628671,0.065898,0.493777,0
0.890857,0.641343,0.347579,0
0.229729,0.672929,0.089953,0
0.164915,0.033976,0.725226,0
0.021296,0.7086,0.704457,1
0.241973,0.662244,0.302549,1
