@relation 2CHT.txt-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute atr1 numeric
@attribute atr2 numeric
@attribute class {0,1}

@data
0.79224,0.349513,1
0.600862,0.726781,0
0.721473,0.577681,1
0.714417,0.579821,0
0.703546,0.46169,0
0.656217,0.562332,0
0.852803,0.374128,1
0.671539,0.622282,1
0.763412,0.308887,1
0.832484,0.309198,1
0.835421,0.563362,1
0.671448,0.659381,1
0.662212,0.661609,1
0.675385,0.407989,1
0.641348,0.419766,0
0.598379,0.416182,0
0.697369,0.510774,1
0.775616,0.60099,1
0.711601,0.393085,1
0.627601,0.629019,0
0.632688,0.400527,0
0.707725,0.331736,0
0.715962,0.283275,1
0.736432,0.383657,0
0.677747,0.511637,0
0.627631,0.493171,0
0.579999,0.563627,0
0.665695,0.595953,0
0.765653,0.431583,1
0.654127,0.405128,0
0.737915,0.62186,1
0.77607,0.502135,1
0.662939,0.451933,0
0.59844,0.576254,0
0.79218,0.397517,1
0.78473,0.329648,1
0.782066,0.514446,1
0.784034,0.674219,1
0.792725,0.376857,1
0.645224,0.232686,0
0.651614,0.484964,0
0.66954,0.737841,0
0.823914,0.247925,1
0.668329,0.531318,0
0.515802,0.658025,0
0.650069,0.581679,0
0.608796,0.579653,0
0.791211,0.58587,1
0.709905,0.593558,0
0.84172,0.537095,1
0.785457,0.820678,1
0.755842,0.265068,0
0.732647,0.608255,0
0.602286,0.157035,0
0.655793,0.722607,0
0.740944,0.219926,0
0.612036,0.413506,0
0.744517,0.330729,1
0.665634,0.460554,0
0.753601,0.454082,1
0.819826,0.559232,1
0.593867,0.46346,0
0.655974,0.515194,0
0.835361,0.508097,1
0.820069,0.519641,1
0.714266,0.274929,0
0.775404,0.178424,1
0.739611,0.693953,1
0.708058,0.476088,0
0.607131,0.472803,0
0.723138,0.454813,1
0.827185,0.508581,1
0.647193,0.379023,0
0.702335,0.58993,0
0.755055,0.352322,1
0.58015,0.441745,0
0.666421,0.402419,0
0.733192,0.39302,0
0.796086,0.403302,1
0.687104,0.487623,0
0.676899,0.573859,0
0.646557,0.348609,0
0.664029,0.615158,0
0.683924,0.342088,0
0.725954,0.525999,1
0.705272,0.635183,0
0.675597,0.554187,0
0.840842,0.848927,1
0.834392,0.331394,1
0.666754,0.412438,0
0.826216,0.471016,1
0.658669,0.459982,0
0.766864,0.576668,1
0.792573,0.726931,1
0.71148,0.826992,1
0.709542,0.72517,0
0.557348,0.405522,0
0.739642,0.443973,1
0.643226,0.551677,0
0.766319,0.627997,1
0.69537,0.547935,1
0.61028,0.592298,0
0.674476,0.311671,0
0.809773,0.567255,1
0.669904,0.251321,0
0.737704,0.532066,1
0.803293,0.600488,1
0.577394,0.563424,0
0.825913,0.414834,1
0.813104,0.574634,1
0.633718,0.623295,0
0.852136,0.344186,1
0.804322,0.468374,1
0.811166,0.534752,1
0.815102,0.659549,1
0.57903,0.322873,0
0.701184,0.18155,0
0.689799,0.306233,0
0.660668,0.778357,0
0.612157,0.5229,0
0.73522,0.608801,1
0.688739,0.291494,0
0.631689,0.204894,0
0.726076,0.449705,0
0.627359,0.0733,0
0.663999,0.455676,0
0.664302,0.650884,0
0.650403,0.550664,0
0.649252,0.610914,0
0.800628,0.252461,1
0.651917,0.516304,0
0.803656,0.537729,1
0.746667,0.570935,1
0.627752,0.546552,0
0.749544,0.48322,1
0.804686,0.649237,1
0.764775,0.403587,1
0.597562,0.737903,0
0.683742,0.61529,0
0.620909,0.499124,0
0.742125,0.653658,1
0.711268,0.077826,0
0.877876,0.514842,1
0.798357,0.634593,1
0.756175,0.513196,1
0.742821,0.597635,1
0.726469,0.572318,1
0.625421,0.524608,0
0.608645,0.778471,0
0.587508,0.651888,1
0.642408,0.522706,0
0.673568,0.48263,0
0.758991,0.735869,0
0.726106,0.359079,1
0.689102,0.337073,0
0.786366,0.6442,1
0.620485,0.555305,0
0.609826,0.440433,0
0.71145,0.674105,1
0.841114,0.369763,1
0.790665,0.368554,1
0.784185,0.285256,1
0.638108,0.55335,0
0.578939,0.414051,0
0.683076,0.334425,1
0.754207,0.353006,1
0.656398,0.480905,0
0.736008,0.348887,1
0.714629,0.305186,1
0.67593,0.485475,0
0.658669,0.571411,0
0.603376,0.350819,0
0.657549,0.590555,0
0.705151,0.42062,1
0.67384,0.213876,1
0.636231,0.605542,0
0.657488,0.283707,0
0.679775,0.271778,0
0.715023,0.560175,0
0.687649,0.611979,1
0.617638,0.3793,0
0.613883,0.435114,0
0.811015,0.621314,1
0.781733,0.488345,1
0.798357,0.613934,1
0.660759,0.751561,0
0.656338,0.4032,0
0.804141,0.425252,1
0.798539,0.631678,1
0.75351,0.461118,1
0.819917,0.691778,1
0.672992,0.496438,0
0.815617,0.585941,1
0.520617,0.386272,0
0.816435,0.718513,1
0.729406,0.661724,0
0.735342,0.412315,0
0.796752,0.485413,1
0.668844,0.523886,0
0.831121,0.516357,1
0.776554,0.719895,1
0.709784,0.498463,0
0.621302,0.616039,0
0.773133,0.338636,1
0.804262,0.210451,1
0.762201,0.531336,1
0.797963,0.609505,1
0.794208,0.663687,1
0.840115,0.434947,1
0.845929,0.296227,1
0.669995,0.525154,0
0.777221,0.336911,1
0.717233,0.321251,1
0.659699,0.510536,0
0.668299,0.765536,0
0.745062,0.54045,0
0.820462,0.544201,1
0.648677,0.188507,0
0.878178,0.489631,1
0.773223,0.671375,1
0.682864,0.408639,0
0.704212,0.584127,0
0.67057,0.530975,0
0.899345,0.537438,1
0.642741,0.508291,0
0.601196,0.453967,0
0.721019,0.530076,1
0.810712,0.509488,1
0.711177,0.271761,0
0.50484,0.303039,0
0.606495,0.429258,0
0.784276,0.192989,1
0.728619,0.439147,0
0.762534,0.543796,1
0.716597,0.585835,0
0.71899,0.444827,0
0.754025,0.470161,1
0.89238,0.357513,1
0.700064,0.886819,0
0.831545,0.362948,1
0.552715,0.512694,0
0.616972,0.492176,0
0.825792,0.578799,1
0.678564,0.365291,0
0.80941,0.378851,1
0.699398,0.398135,0
0.868246,0.458916,1
0.823369,0.801719,1
0.642439,0.707761,0
0.80732,0.565502,1
0.688739,0.468303,0
0.668723,0.283309,0
0.898527,0.388464,1
0.690737,0.680057,0
0.889352,0.427039,1
0.713357,0.834318,1
0.71042,0.37031,0
0.754964,0.61537,1
0.854922,0.543963,1
0.63938,0.385351,0
0.692009,0.258475,0
0.842053,0.704106,1
0.653552,0.518197,0
0.722623,0.702917,0
0.85144,0.535791,1
0.713206,0.394424,1
0.820674,0.44665,1
0.873666,0.401434,1
0.806109,0.731228,1
0.676899,0.477118,0
0.75024,0.579319,1
0.822309,0.546112,1
0.619031,0.737075,0
0.779976,0.690501,1
0.656156,0.461717,0
0.603891,0.326881,0
0.667209,0.568628,0
0.613338,0.553509,0
0.573004,0.563195,0
0.673507,0.574352,0
0.634051,0.426528,0
0.583723,0.482173,0
0.863462,0.480279,1
0.834755,0.410507,1
0.833816,0.630067,1
0.723926,0.635086,0
0.782126,0.375541,1
0.613399,0.278521,0
0.685014,0.497125,0
0.710844,0.215171,0
0.579817,0.562244,0
0.648707,0.515996,0
0.761565,0.383756,1
0.752117,0.736115,1
0.821098,0.585104,1
0.734221,0.515459,0
0.682501,0.721216,0
0.660729,0.446729,0
0.812074,0.171159,1
0.80511,0.586927,1
0.659426,0.574308,0
0.807472,0.782399,1
0.71575,0.536531,0
0.715931,0.533467,0
0.690253,0.592254,1
0.785457,0.364795,1
0.80626,0.676333,1
0.663333,0.380096,0
0.750513,0.277129,1
0.77074,0.626412,1
0.857315,0.560659,1
0.735311,0.503888,0
0.701245,0.555226,0
0.712419,0.408188,0
0.624603,0.538257,0
0.52849,0.559549,0
0.774889,0.443075,1
0.705878,0.645688,0
0.751027,0.485801,1
0.77068,0.605886,1
0.820977,0.391,1
0.854468,0.541823,1
0.883356,0.354194,1
0.556591,0.478536,0
0.655217,0.62842,0
0.678534,0.323852,0
0.720504,0.372906,1
0.750452,0.54753,1
0.778977,0.369069,1
0.806321,0.572714,1
0.760838,0.76735,1
0.71472,0.511364,1
0.713812,0.377252,0
0.792028,0.623762,1
0.701336,0.475146,1
0.824944,0.655392,1
0.630811,0.616206,0
0.691858,0.550929,0
0.820281,0.701544,1
0.67275,0.649395,1
0.713115,0.552188,0
0.831909,0.507806,1
0.763836,0.445831,1
0.818555,0.428615,1
0.709542,0.651993,0
0.857436,0.474476,1
0.712449,0.605586,1
0.800779,0.543285,1
0.674325,0.74471,0
0.842961,0.617096,1
0.717264,0.812876,0
0.695764,0.44407,0
0.734282,0.61876,1
0.758688,0.529724,1
0.715174,0.397865,0
0.659002,0.479372,0
0.889776,0.56965,1
0.786668,0.510739,1
0.633294,0.589419,0
0.818857,0.500621,1
0.734797,0.524863,1
0.628116,0.741927,0
0.803717,0.639049,1
0.818706,0.316837,1
0.830637,0.70356,1
0.831182,0.675672,1
0.72338,0.565731,0
0.756872,0.4305,1
0.639592,0.512958,0
0.67593,0.432516,0
0.823369,0.300126,1
0.659517,0.557075,0
0.622271,0.580701,0
0.77495,0.587869,1
0.590809,0.536302,0
0.840993,0.456222,1
0.778159,0.478377,1
0.678594,0.466208,0
0.678322,0.460554,0
0.619728,0.621472,0
0.771013,0.414086,1
0.65555,0.293648,0
0.768802,0.379485,1
0.756448,0.600144,1
0.744244,0.315794,1
0.741822,0.742033,0
0.792785,0.435361,1
0.851561,0.399926,1
0.751754,0.372058,0
0.600015,0.676526,0
0.6921,0.409468,0
0.816223,0.301413,1
0.687891,0.332177,0
0.85574,0.542184,1
0.877906,0.573507,1
0.731678,0.503474,0
0.648222,0.68247,0
0.84499,0.628138,1
0.716476,0.379885,0
0.656913,0.421175,0
0.80617,0.562508,1
0.794451,0.616691,1
0.797055,0.473966,1
0.839479,0.587878,1
0.823248,0.432869,1
0.730345,0.447213,0
0.707816,0.266127,0
0.638018,0.391566,0
0.668329,0.808253,0
0.753843,0.258308,1
0.653067,0.458899,0
0.810742,0.278769,1
0.648707,0.42799,0
0.669964,0.517845,0
0.7179,0.501176,1
0.715871,0.607488,0
0.897952,0.588362,1
0.652371,0.52172,0
0.734675,0.381865,0
0.732223,0.452268,0
0.637533,0.302181,0
0.63717,0.539358,0
0.822915,0.590801,1
0.812226,0.55136,1
0.815617,0.370037,1
0.79118,0.596384,1
0.800931,0.766478,1
0.809591,0.400132,1
0.680139,0.481495,0
0.640168,0.519703,0
0.811893,0.60445,1
0.837723,0.481125,1
0.673204,0.72893,0
0.742488,0.502039,0
0.674749,0.469563,0
0.779583,0.383338,1
0.707119,0.483881,0
0.721291,0.178847,0
0.667754,0.584505,0
0.685923,0.18089,0
0.840175,0.559162,1
0.605738,0.640546,0
0.78143,0.341618,1
0.631598,0.680964,0
0.748151,0.358244,0
0.825398,0.704846,1
0.734524,0.636037,1
0.712661,0.555199,0
0.640894,0.380706,0
0.824066,0.538222,1
0.650948,0.65969,0
0.668057,0.30928,0
0.811317,0.488407,1
0.729952,0.664744,1
0.638048,0.456169,0
0.704031,0.72723,0
0.803717,0.677275,1
0.738309,0.51648,1
0.844536,0.565344,1
0.800204,0.636689,1
0.62427,0.368829,0
0.784034,0.364112,1
0.938378,0.484172,1
0.636927,0.504821,0
0.823702,0.498067,1
0.796843,0.370148,1
0.692251,0.699712,0
0.666876,0.598128,0
0.619061,0.57415,0
0.666452,0.57105,0
0.72438,0.550074,1
0.551564,0.389812,0
0.714871,0.517942,0
0.767743,0.596886,1
0.758719,0.586627,0
0.619455,0.381148,0
0.769408,0.42711,1
0.6749,0.465855,0
0.73195,0.577399,1
0.687951,0.527144,0
0.730224,0.697044,1
0.75127,0.486452,1
0.849532,0.43559,1
0.702547,0.610386,0
0.678322,0.395272,0
0.729558,0.467044,1
0.679957,0.514314,0
0.776554,0.517819,0
0.690737,0.350701,0
0.630841,0.350775,0
0.796964,0.383486,1
0.796358,0.576228,1
0.645588,0.647238,0
0.696672,0.40069,0
0.645013,0.631784,0
0.750452,0.274793,1
0.829365,0.523578,1
0.815102,0.316786,1
0.625087,0.629142,0
0.652946,0.616444,0
0.604466,0.426308,0
0.782217,0.407872,1
0.706907,0.577346,0
0.667512,0.489631,0
0.797751,0.666382,1
0.769408,0.400366,1
0.610734,0.357622,0
0.677474,0.4951,0
0.768378,0.311171,1
0.710057,0.453298,0
0.742185,0.425049,0
0.6792,0.413228,0
0.699428,0.395479,0
0.778614,0.569368,1
0.668995,0.630357,0
0.854741,0.438707,1
0.742579,0.527584,0
0.869306,0.378383,1
0.763957,0.371955,1
0.662152,0.514032,0
0.61888,0.578059,0
0.640016,0.459586,0
0.696006,0.620829,0
0.813043,0.687366,1
0.79542,0.570389,1
0.769347,0.595882,1
0.670721,0.271972,0
0.709512,0.667747,0
0.814981,0.555296,1
0.644891,0.645204,0
0.682289,0.493699,0
0.769893,0.40369,1
0.691464,0.535096,0
0.833241,0.670802,1
0.799629,0.696154,1
0.740611,0.55807,1
0.652613,0.411962,0
0.812529,0.612957,1
0.682168,0.460951,0
0.767743,0.221599,1
0.791786,0.607286,1
0.830637,0.603931,1
0.841205,0.612147,1
0.780673,0.470558,1
0.81698,0.611398,1
0.748847,0.53986,1
0.689223,0.761564,0
0.891472,0.506935,1
0.698641,0.677187,0
0.71578,0.49082,0
0.789515,0.362671,1
0.804595,0.692421,1
0.643922,0.554266,0
0.704122,0.437553,0
0.824187,0.622969,1
0.593383,0.687604,0
0.776585,0.39598,0
0.690465,0.663141,0
0.710541,0.373801,0
0.868852,0.535104,1
0.830546,0.468435,1
0.738824,0.637657,1
0.708845,0.73394,0
0.831697,0.307791,1
0.708876,0.402518,0
0.629387,0.534048,0
0.753813,0.43293,1
0.831333,0.498411,1
0.599803,0.34968,0
0.652855,0.756668,0
0.742306,0.245085,1
0.736765,0.44908,0
0.647859,0.507472,0
0.618456,0.498657,0
0.816768,0.371185,1
0.745668,0.514649,1
0.644134,0.600726,0
0.678837,0.539763,0
0.780582,0.579248,1
0.670267,0.521024,0
0.811378,0.600673,1
0.62754,0.375346,0
0.735584,0.529786,1
0.727105,0.421456,0
0.657246,0.786643,0
0.705545,0.442995,1
0.69319,0.782689,0
0.818857,0.631053,1
0.822309,0.214669,1
1,0.415759,1
0.788727,0.542986,0
0.826488,0.605049,1
0.71469,0.444105,0
0.778311,0.445364,1
0.730315,0.567994,0
0.768045,0.406652,1
0.643135,0.441129,0
0.679957,0.42423,0
0.931231,0.36788,1
0.642953,0.470214,0
0.769953,0.470091,1
0.611037,0.726587,0
0.821825,0.494624,1
0.748029,0.417925,0
0.722502,0.42394,0
0.62972,0.393097,0
0.740217,0.636882,1
0.781944,0.475304,1
0.847988,0.697061,1
0.689314,0.561091,0
0.771497,0.509752,1
0.738884,0.725874,1
0.798478,0.675646,0
0.739944,0.765166,0
0.752996,0.406399,0
0.841296,0.477012,1
0.753965,0.41723,0
0.658881,0.428739,0
0.727892,0.495161,0
0.85465,0.475137,1
0.673628,0.450339,0
0.76532,0.251856,0
0.794572,0.455403,1
0.812468,0.376336,0
0.673749,0.341648,0
0.863613,0.426185,1
0.733404,0.353763,0
0.631144,0.541841,0
0.818161,0.572045,1
0.856951,0.285425,1
0.752208,0.499168,1
0.834694,0.63845,1
0.784004,0.582207,1
0.691706,0.38242,0
0.701578,0.581344,0
0.867398,0.396037,1
0.779976,0.463663,0
0.820795,0.701799,1
0.804474,0.515353,1
0.771891,0.51803,0
0.605223,0.470505,0
0.857496,0.607568,1
0.698671,0.504275,0
0.853893,0.500498,1
0.825852,0.502778,1
0.809834,0.609937,1
0.906128,0.590775,1
0.734706,0.425577,0
0.912911,0.50129,1
0.701275,0.540529,0
0.683561,0.552496,0
0.768742,0.363878,1
0.701427,0.330212,0
0.827366,0.690528,1
0.824429,0.309503,1
0.880722,0.519527,1
0.790726,0.452823,0
0.72438,0.429117,0
0.691555,0.576976,0
0.794027,0.52157,1
0.812922,0.584611,1
0.782883,0.864998,1
0.717748,0.389798,0
0.667754,0.428334,0
0.772618,0.291189,1
0.713993,0.444941,0
0.688406,0.317647,0
0.628025,0.665818,0
0.714932,0.827705,0
0.726409,0.398279,0
0.809349,0.387409,1
0.84714,0.529707,1
0.641197,0.544985,0
0.690253,0.565951,0
0.563132,0.712842,0
0.867792,0.605296,1
0.81595,0.458185,1
0.686377,0.419651,0
0.742215,0.487306,0
0.679351,0.639251,0
0.727983,0.416041,0
0.733555,0.529187,0
0.791998,0.324721,1
0.758416,0.37208,0
0.894197,0.490732,1
0.734282,0.528394,0
0.808198,0.522415,1
0.67808,0.394725,0
0.796025,0.505957,0
0.708664,0.433089,0
0.692978,0.66883,0
0.653007,0.508229,0
0.64577,0.591022,0
0.84063,0.247588,1
0.872879,0.46405,1
0.692857,0.390263,0
0.697157,0.565212,0
0.792694,0.744005,0
0.713872,0.180696,0
0.784912,0.555851,0
0.867186,0.389685,1
0.657943,0.661909,0
0.648737,0.450463,0
0.906794,0.476678,1
0.822824,0.481178,1
0.893925,0.434101,1
0.768621,0.650285,1
0.845959,0.553112,1
0.754964,0.529231,0
0.617335,0.316755,0
0.689253,0.576351,0
0.697581,0.51641,1
0.792543,0.566524,1
0.954336,0.505596,1
0.678988,0.462835,0
0.845111,0.602267,1
0.721836,0.702257,0
0.735826,0.464737,0
0.837571,0.507472,1
0.764472,0.406758,0
0.865309,0.517035,1
0.744184,0.355585,0
0.686528,0.465098,0
0.717688,0.400593,0
0.771407,0.662587,1
0.859131,0.274919,1
0.89668,0.750883,1
0.636231,0.570883,0
0.831909,0.644834,1
0.713902,0.413866,0
0.808865,0.540819,1
0.718717,0.560914,0
0.896014,0.650258,1
0.888504,0.459735,1
0.6878,0.511619,0
0.693796,0.572344,0
0.70615,0.777926,0
0.759536,0.551202,0
0.755418,0.826763,1
0.83742,0.352073,1
0.699549,0.600391,0
0.790575,0.468039,1
0.645013,0.574273,0
0.880601,0.541339,1
0.704273,0.666347,0
0.806775,0.285413,1
0.849472,0.656519,1
0.8148,0.579037,0
0.83424,0.686406,1
0.753601,0.537147,0
0.829577,0.39724,1
0.748756,0.436726,1
0.695007,0.403865,0
0.70076,0.589577,0
0.642681,0.67502,0
0.685347,0.493955,0
0.747242,0.394111,1
0.675597,0.408713,0
0.759385,0.584523,1
0.812317,0.228142,1
0.745062,0.36702,1
0.884295,0.568664,1
0.698943,0.552276,0
0.773617,0.418876,1
0.781551,0.388943,1
0.753813,0.535386,1
0.71042,0.515221,0
0.766198,0.665686,0
0.89017,0.628024,1
0.787819,0.523947,1
0.704909,0.436558,0
0.81704,0.465133,1
0.817919,0.491128,1
0.773617,0.475868,1
0.71575,0.344555,0
0.721564,0.390461,0
0.8601,0.345488,1
0.833937,0.449397,1
0.784549,0.592994,1
0.696551,0.476431,0
0.629963,0.398459,0
0.810167,0.568998,1
0.701124,0.283116,0
0.783247,0.661741,0
0.874545,0.660975,1
0.796994,0.340204,1
0.7761,0.397826,0
0.660062,0.465714,0
0.808653,0.431786,1
0.827548,0.675417,1
0.779552,0.439755,0
0.730648,0.571103,0
0.838601,0.673568,1
0.710602,0.422407,0
0.872909,0.215558,1
0.805503,0.529381,1
0.856194,0.405278,1
0.717536,0.458723,0
0.745365,0.330064,0
0.805958,0.65998,1
0.754964,0.533863,1
0.719686,0.465133,0
0.845081,0.438698,1
0.833786,0.232536,1
0.777766,0.723805,1
0.686649,0.649712,0
0.734827,0.6411,0
0.6491,0.46317,0
0.749907,0.552522,1
0.736735,0.362677,0
0.735554,0.38322,1
0.820159,0.487421,1
0.664605,0.407589,0
0.803898,0.349602,1
0.884901,0.482173,1
0.865491,0.78851,1
0.757992,0.28301,1
0.762837,0.640766,0
0.844596,0.484876,1
0.890927,0.536734,1
0.741822,0.662446,1
0.715477,0.511205,1
0.835966,0.451026,1
0.701608,0.411701,0
0.888625,0.601536,1
0.839903,0.477514,1
0.732465,0.406949,0
0.751088,0.564833,0
0.680623,0.627108,0
0.857648,0.662798,1
0.85683,0.370688,1
0.790575,0.255804,1
0.72229,0.712014,0
0.641954,0.350742,0
0.887535,0.250658,1
0.844899,0.401828,1
0.814376,0.458274,1
0.842992,0.620046,1
0.81165,0.621507,1
0.732707,0.594403,0
0.815678,0.590432,1
0.851591,0.276009,1
0.68668,0.66765,0
0.830122,0.376772,1
0.744275,0.343648,1
0.712479,0.630172,1
0.674355,0.406065,0
0.673326,0.402202,0
0.851864,0.579583,1
0.812256,0.488319,1
0.846353,0.383816,1
0.757992,0.49952,1
0.707543,0.368122,0
0.906037,0.579319,1
0.725107,0.637604,0
0.676959,0.531468,0
0.844536,0.411237,1
0.713812,0.275185,0
0.890715,0.638001,1
0.848382,0.553579,1
0.677111,0.814021,0
0.856527,0.570865,1
0.828699,0.530032,1
0.758779,0.642518,0
0.759506,0.50881,1
0.731435,0.576193,0
0.780854,0.290825,0
0.665785,0.394022,0
0.88157,0.443092,1
0.836966,0.473737,1
0.838782,0.632761,1
0.75881,0.696595,0
0.739611,0.428985,0
0.701366,0.579838,0
0.822552,0.554513,1
0.801113,0.426361,1
0.683409,0.543549,0
0.772951,0.438522,1
0.731102,0.661477,0
0.729255,0.553306,0
0.885446,0.456486,1
0.82885,0.421069,1
0.655217,0.697546,0
0.786123,0.321702,1
0.706695,0.547926,0
0.794905,0.403369,1
0.827064,0.385854,1
0.662636,0.453307,0
0.703486,0.431618,0
0.686892,0.443189,0
0.742246,0.437078,0
0.803868,0.626985,1
0.855649,0.558281,1
0.618668,0.42231,0
0.816829,0.58912,1
0.689496,0.529046,0
0.816768,0.311419,0
0.723441,0.486893,0
0.940618,0.395128,1
0.701699,0.429038,0
0.750755,0.633466,0
0.833241,0.537024,1
0.715477,0.576906,0
0.704879,0.644174,0
0.694189,0.469307,0
0.786759,0.40035,1
0.796389,0.328286,0
0.780552,0.651835,1
0.822764,0.308605,1
0.750391,0.410136,0
0.788939,0.472997,1
0.79975,0.313878,1
0.657791,0.394663,0
0.672811,0.494791,0
0.772739,0.409661,1
0.860403,0.630877,1
0.705666,0.444519,0
0.726227,0.668293,0
0.75451,0.568443,1
0.836421,0.411419,1
0.823884,0.384332,1
0.786941,0.320943,1
0.771013,0.596235,1
0.840872,0.432974,1
0.823702,0.412045,1
0.887172,0.533687,1
0.839812,0.603323,1
0.785245,0.611812,1
0.719353,0.518937,0
0.751118,0.600549,0
0.857133,0.401368,1
0.679897,0.512209,0
0.805958,0.498455,1
0.877754,0.612569,1
0.814255,0.473155,1
0.708331,0.822791,0
0.698126,0.582339,0
0.757841,0.447328,0
0.851531,0.78873,1
0.755115,0.714541,0
0.822582,0.577144,0
0.752178,0.634822,0
0.770347,0.583017,1
0.900708,0.669755,1
0.781702,0.443295,0
0.721382,0.806351,0
0.7007,0.545152,0
0.874302,0.593355,1
0.618547,0.396557,0
0.645103,0.260853,0
0.859555,0.579671,1
0.929778,0.580648,1
0.732677,0.466208,0
0.791423,0.45955,1
0.693069,0.394477,0
0.789091,0.686371,0
0.754328,0.483326,0
0.761323,0.357608,1
0.656095,0.603385,0
0.737794,0.517132,0
0.925993,0.540291,1
0.761262,0.828013,1
0.72438,0.708756,0
0.766501,0.462086,0
0.631901,0.535043,0
0.741004,0.457816,0
0.734312,0.786705,0
0.840206,0.345232,1
0.733616,0.704071,0
0.732132,0.359195,0
0.695067,0.657603,0
0.687679,0.427066,0
0.672205,0.637701,0
0.888444,0.600109,1
0.694765,0.511373,0
0.879571,0.436268,1
0.827245,0.58587,1
0.707422,0.440222,0
0.789848,0.469404,1
0.714629,0.415424,0
0.659093,0.532375,0
0.767319,0.329336,1
0.703213,0.589067,0
0.85471,0.402359,1
0.75566,0.684443,0
0.867974,0.803093,1
0.857103,0.510818,1
0.710117,0.462835,0
0.693099,0.509885,0
0.653249,0.194653,0
0.82128,0.779,1
0.828729,0.242593,1
0.749574,0.561575,0
0.887808,0.45498,1
0.69425,0.510651,0
0.842174,0.380134,1
0.93326,0.457005,1
0.729558,0.532445,0
0.736371,0.560545,0
0.842568,0.541806,1
0.786971,0.360331,0
0.805988,0.525735,1
0.872092,0.295004,1
0.708149,0.585491,0
0.865067,0.575048,1
0.805806,0.53418,1
0.783277,0.602575,0
0.674143,0.392099,0
0.829698,0.586531,1
0.829426,0.368803,1
0.650736,0.424908,0
0.854468,0.526484,1
0.894621,0.430931,1
0.726076,0.420664,0
0.802324,0.457393,1
0.854983,0.582709,1
0.803959,0.382446,0
0.680684,0.299655,0
0.83533,0.476968,1
0.704546,0.621472,0
0.914849,0.488944,1
0.80402,0.530719,0
0.726499,0.669596,0
0.873061,0.322831,1
0.83739,0.57179,0
0.716809,0.579407,0
0.685377,0.590211,0
0.744365,0.478835,0
0.659245,0.316238,0
0.713509,0.644869,0
0.848836,0.45166,1
0.690132,0.590889,0
0.817828,0.466586,1
0.819039,0.7189,1
0.841901,0.587675,1
0.708724,0.504126,0
0.826246,0.304023,0
0.622665,0.467282,0
0.881449,0.353289,1
0.69104,0.562279,0
0.812256,0.385058,1
0.737401,0.544905,0
0.662515,0.552989,0
0.845353,0.488055,1
0.771346,0.615731,0
0.746213,0.40347,0
0.886354,0.447187,1
0.759809,0.794595,1
0.872819,0.518312,1
0.773102,0.362955,0
0.748332,0.708764,0
0.801839,0.456759,1
0.943071,0.527708,1
0.85683,0.526977,1
0.806533,0.407668,1
0.756478,0.275935,0
0.789515,0.662948,1
0.780188,0.603552,1
0.78364,0.609937,0
0.677989,0.739048,0
0.81165,0.421042,1
0.896741,0.523243,1
0.72114,0.534532,0
0.935501,0.701042,1
0.761747,0.391354,0
0.798236,0.500903,0
0.849108,0.409567,1
0.757114,0.637921,1
0.77498,0.318206,0
0.803989,0.554372,0
0.831061,0.603684,1
0.833756,0.411715,1
0.897619,0.609796,1
0.845868,0.386966,1
0.842265,0.522556,1
0.765774,0.501017,0
0.726076,0.468629,0
0.878451,0.385491,1
0.810772,0.555164,1
0.897498,0.704784,1
0.93544,0.522635,1
0.783973,0.567757,1
0.795389,0.82494,1
0.860858,0.370488,1
0.983588,0.361716,1
0.676687,0.761511,0
0.809924,0.599766,0
0.648434,0.449397,0
0.767531,0.466489,0
0.697157,0.584338,0
0.854832,0.516815,1
0.755509,0.640739,1
0.72653,0.564939,0
0.710995,0.529662,0
0.693614,0.635544,0
0.791877,0.564886,0
0.739218,0.254325,0
0.730739,0.121855,0
0.65446,0.555825,0
0.747848,0.307073,0
0.865703,0.381947,1
0.752117,0.439315,0
0.671054,0.566515,0
0.872667,0.483705,1
0.763836,0.479416,0
0.803596,0.489252,0
0.768954,0.663494,0
0.703879,0.517414,0
0.748908,0.262838,0
0.814739,0.444686,0
0.888202,0.507225,1
0.727166,0.430262,0
0.793633,0.247362,1
0.677747,0.477365,0
0.692857,0.559409,0
0.735493,0.454064,0
0.705303,0.522063,0
0.920996,0.698611,1
0.869397,0.437377,1
0.778008,0.461725,0
0.739399,0.619896,0
0.811529,0.481266,0
0.724138,0.705418,0
0.901949,0.493409,1
0.739399,0.641241,0
0.826821,0.507912,0
0.785094,0.670979,0
0.762746,0.343011,0
0.802354,0.488134,0
0.757992,0.423165,0
0.803444,0.284652,0
0.887596,0.527118,1
0.841508,0.369549,1
0.840932,0.475841,1
0.89123,0.485633,1
0.846444,0.338567,1
0.819039,0.412312,1
0.878875,0.622273,1
0.771952,0.307533,0
0.788818,0.369777,0
0.704667,0.618663,0
0.687315,0.521042,0
0.740096,0.46287,0
0.856436,0.555992,1
0.923721,0.360722,1
0.857072,0.426573,1
0.888928,0.648929,1
0.851228,0.322268,1
0.695007,0.505543,0
0.890806,0.360841,1
0.841084,0.136068,1
0.694856,0.490432,0
0.865824,0.542422,1
0.723562,0.691267,0
0.749483,0.628129,0
0.697066,0.520636,0
0.876755,0.729898,1
0.781399,0.216923,0
0.873121,0.449679,1
0.740823,0.481618,0
